"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"207","17-Mar-94",1994,"64","West",12,"Green Bay","Horz",61,5,"California","P12",57,"",7,4,"12 over 5"
"208","21-Mar-97",1997,"16","East",1,"North Carolina","ACC",73,5,"California","P12",67,"",-4,6,"1 over 5"
"209","17-Mar-02",2002,"32","South",3,"Pittsburgh","ACC",63,6,"California","P12",50,"",-3,13,"3 over 6"
"210","25-Mar-93",1993,"16","Midwest",2,"Kansas","B12",93,6,"California","P12",76,"",-4,17,"2 over 6"
"211","18-Mar-16",2016,"64","South",13,"Hawaii","BW",77,4,"California","P12",66,"",9,11,"13 over 4"
"212","14-Mar-96",1996,"64","Midwest",5,"Iowa St.","B12",74,12,"California","P12",64,"",-7,10,"5 over 12"
"213","22-Mar-03",2003,"32","East",1,"Oklahoma","B12",74,8,"California","P12",65,"",-7,9,"1 over 8"
"214","19-Mar-09",2009,"64","West",10,"Maryland","B10",84,7,"California","P12",71,"",3,13,"10 over 7"
"215","16-Mar-01",2001,"64","South",9,"Fresno St.","MWC",82,8,"California","P12",70,"",1,12,"9 over 8"
"216","17-Mar-06",2006,"64","South",10,"North Carolina St.","ACC",58,7,"California","P12",52,"",3,6,"10 over 7"
"217","21-Mar-10",2010,"32","South",1,"Duke","ACC",68,8,"California","P12",53,"",-7,15,"1 over 8"
"218","17-Mar-90",1990,"32","East",1,"Connecticut","Amer",74,9,"California","P12",54,"",-8,20,"1 over 9"
"219","19-Mar-92",1992,"64","East",1,"Duke","ACC",82,16,"Campbell","BSth",56,"",-15,26,"1 over 16"
"220","14-Mar-96",1996,"64","Midwest",4,"Utah","P12",72,13,"Canisius","MAAC",43,"",-9,29,"4 over 13"
"221","15-Mar-07",2007,"64","South",1,"Ohio St.","B10",78,16,"Central Connecticut","NEC",57,"",-15,21,"1 over 16"
"222","15-Mar-02",2002,"64","South",3,"Pittsburgh","ACC",71,14,"Central Connecticut","NEC",54,"",-11,17,"3 over 14"
"223","16-Mar-00",2000,"64","Midwest",2,"Iowa St.","B12",88,15,"Central Connecticut","NEC",78,"",-13,10,"2 over 15"
"224","22-Mar-03",2003,"32","West",3,"Duke","ACC",86,11,"Central Michigan","MAC",60,"",-8,26,"3 over 11"
"225","12-Mar-87",1987,"64","West",4,"UCLA","P12",92,13,"Central Michigan","MAC",73,"",-9,19,"4 over 13"
"226","17-Mar-94",1994,"64","Southeast",5,"Wake Forest","ACC",68,12,"Charleston Southern","BSth",58,"",-7,10,"5 over 12"
"227","13-Mar-97",1997,"64","Midwest",2,"UCLA","P12",109,15,"Charleston Southern","BSth",75,"",-13,34,"2 over 15"
"228","15-Mar-97",1997,"32","Southeast",4,"Arizona","P12",73,12,"Charleston Southern","BSth",69,"",-8,4,"4 over 12"
"229","13-Mar-98",1998,"64","Midwest",3,"Stanford","P12",67,14,"Charleston Southern","BSth",57,"",-11,10,"3 over 14"
"230","12-Mar-99",1999,"64","East",9,"Tulsa","Amer",62,8,"Charleston Southern","BSth",53,"",1,9,"9 over 8"
"231","18-Mar-01",2001,"32","Midwest",1,"Illinois","B10",79,9,"Charlotte","CUSA",61,"",-8,18,"1 over 9"
"232","18-Mar-05",2005,"64","East",10,"North Carolina St.","ACC",75,7,"Charlotte","CUSA",63,"",3,12,"10 over 7"
"233","14-Mar-98",1998,"32","East",1,"North Carolina","ACC",93,8,"Charlotte","CUSA",83,"1 OT",-7,10,"1 over 8"
"234","20-Mar-92",1992,"64","East",10,"Iowa St.","B12",76,7,"Charlotte","CUSA",74,"",3,2,"10 over 7"
"235","17-Mar-88",1988,"64","Southeast",4,"BYU","WCC",98,13,"Charlotte","CUSA",92,"1 OT",-9,6,"4 over 13"
"236","18-Mar-04",2004,"64","East",8,"Texas Tech","B12",76,9,"Charlotte","CUSA",73,"",-1,3,"8 over 9"
"237","14-Mar-02",2002,"64","South",8,"Notre Dame","ACC",82,9,"Charlotte","CUSA",63,"",-1,19,"8 over 9"
"238","17-Mar-95",1995,"64","East",10,"Stanford","P12",70,7,"Charlotte","CUSA",68,"",3,2,"10 over 7"
"239","14-Mar-99",1999,"32","Midwest",13,"Oklahoma","B12",85,5,"Charlotte","CUSA",72,"",8,13,"13 over 5"
"240","16-Mar-97",1997,"32","West",2,"Utah","P12",77,7,"Charlotte","CUSA",58,"",-5,19,"2 over 7"
"241","17-Mar-16",2016,"64","East",5,"Indiana","B10",99,12,"Chattanooga","SC",74,"",-7,25,"5 over 12"
"242","19-Mar-93",1993,"64","Southeast",5,"Wake Forest","ACC",81,12,"Chattanooga","SC",58,"",-7,23,"5 over 12"
"243","17-Mar-88",1988,"64","Southeast",1,"Oklahoma","B12",94,16,"Chattanooga","SC",66,"",-15,28,"1 over 16"
"244","19-Mar-09",2009,"64","West",1,"Connecticut","Amer",103,16,"Chattanooga","SC",47,"",-15,56,"1 over 16"
"245","16-Mar-95",1995,"64","West",2,"Connecticut","Amer",100,15,"Chattanooga","SC",71,"",-13,29,"2 over 15"
"246","17-Mar-94",1994,"64","Southeast",4,"Kansas","B12",102,13,"Chattanooga","SC",73,"",-9,29,"4 over 13"
"247","17-Mar-05",2005,"64","West",2,"Wake Forest","ACC",70,15,"Chattanooga","SC",54,"",-13,16,"2 over 15"
"248","21-Mar-97",1997,"16","Southeast",10,"Providence","BE",71,14,"Chattanooga","SC",65,"",-4,6,"10 over 14"
"249","14-Mar-98",1998,"32","West",10,"West Virginia","B12",75,2,"Cincinnati","Amer",74,"",8,1,"10 over 2"
"250","24-Mar-96",1996,"8","Southeast",5,"Mississippi St.","SEC",73,2,"Cincinnati","Amer",63,"",3,10,"5 over 2"
"251","15-Mar-97",1997,"32","Midwest",6,"Iowa St.","B12",67,3,"Cincinnati","Amer",66,"",3,1,"6 over 3"
"252","22-Mar-01",2001,"16","West",1,"Stanford","P12",78,5,"Cincinnati","Amer",65,"",-4,13,"1 over 5"
"253","19-Mar-00",2000,"32","South",7,"Tulsa","Amer",69,2,"Cincinnati","Amer",61,"",5,8,"7 over 2"
"254","21-Mar-15",2015,"32","Midwest",1,"Kentucky","SEC",64,8,"Cincinnati","Amer",51,"",-7,13,"1 over 8"
"255","19-Mar-11",2011,"32","West",3,"Connecticut","Amer",69,6,"Cincinnati","Amer",58,"",-3,11,"3 over 6"
"256","18-Mar-95",1995,"32","West",2,"Connecticut","Amer",96,7,"Cincinnati","Amer",91,"",-5,5,"2 over 7"
"257","28-Mar-93",1993,"8","East",1,"North Carolina","ACC",75,2,"Cincinnati","Amer",68,"1 OT",-1,7,"1 over 2"
"258","14-Mar-99",1999,"32","East",6,"Temple","Amer",64,3,"Cincinnati","Amer",54,"",3,10,"6 over 3"
"259","20-Mar-14",2014,"64","East",12,"Harvard","Ivy",61,5,"Cincinnati","Amer",57,"",7,4,"12 over 5"
"260","19-Mar-17",2017,"32","South",3,"UCLA","P12",79,6,"Cincinnati","Amer",67,"",-3,12,"3 over 6"
"261","19-Mar-05",2005,"32","South",2,"Kentucky","SEC",69,7,"Cincinnati","Amer",60,"",-5,9,"2 over 7"
"262","17-Mar-94",1994,"64","West",9,"Wisconsin","B10",80,8,"Cincinnati","Amer",72,"",1,8,"9 over 8"
"263","21-Mar-04",2004,"32","South",5,"Illinois","B10",92,4,"Cincinnati","Amer",68,"",1,24,"5 over 4"
"264","22-Mar-12",2012,"16","East",2,"Ohio St.","B10",81,6,"Cincinnati","Amer",66,"",-4,15,"2 over 6"
"265","4-Apr-92",1992,"4","Final Four",6,"Michigan","B10",76,4,"Cincinnati","Amer",72,"",2,4,"6 over 4"
"266","20-Mar-03",2003,"64","West",9,"Gonzaga","WCC",74,8,"Cincinnati","Amer",69,"",1,5,"9 over 8"
"267","18-Mar-16",2016,"64","West",8,"Saint Joseph's","A10",78,9,"Cincinnati","Amer",76,"",-1,2,"8 over 9"
"268","22-Mar-13",2013,"64","Midwest",7,"Creighton","BE",67,10,"Cincinnati","Amer",63,"",-3,4,"7 over 10"
"269","17-Mar-02",2002,"32","West",8,"UCLA","P12",105,1,"Cincinnati","Amer",101,"2 OT",7,4,"8 over 1"
"270","22-Mar-90",1990,"16","East",1,"Connecticut","Amer",71,5,"Clemson","ACC",70,"",-4,1,"1 over 5"
"271","17-Mar-11",2011,"64","East",5,"West Virginia","B12",84,12,"Clemson","ACC",76,"",-7,8,"5 over 12"
"272","14-Mar-96",1996,"64","West",8,"Georgia","SEC",81,9,"Clemson","ACC",74,"",-1,7,"8 over 9"
"273","13-Mar-87",1987,"64","Southeast",13,"Missouri St.","MVC",65,4,"Clemson","ACC",60,"",9,5,"13 over 4"
"274","21-Mar-08",2008,"64","Midwest",12,"Villanova","BE",75,5,"Clemson","ACC",69,"",7,6,"12 over 5"
"275","19-Mar-10",2010,"64","East",10,"Missouri","SEC",86,7,"Clemson","ACC",78,"",3,8,"10 over 7"
"276","18-Mar-89",1989,"32","West",1,"Arizona","P12",94,9,"Clemson","ACC",68,"",-8,26,"1 over 9"
"277","19-Mar-09",2009,"64","South",10,"Michigan","B10",62,7,"Clemson","ACC",59,"",3,3,"10 over 7"
"278","13-Mar-98",1998,"64","Midwest",11,"Western Michigan","MAC",75,6,"Clemson","ACC",72,"",5,3,"11 over 6"
"279","20-Mar-97",1997,"16","Midwest",1,"Minnesota","B10",90,4,"Clemson","ACC",84,"2 OT",-3,6,"1 over 4"
"280","21-Mar-86",1986,"16","East",7,"Navy","Pat",71,14,"Cleveland St.","Horz",70,"",-7,1,"7 over 14"
"281","22-Mar-09",2009,"32","Midwest",12,"Arizona","P12",71,13,"Cleveland St.","Horz",57,"",-1,14,"12 over 13"
"282","21-Mar-14",2014,"64","East",1,"Virginia","ACC",70,16,"Coastal Carolina","SB",59,"",-15,11,"1 over 16"
"283","14-Mar-91",1991,"64","Southeast",2,"Indiana","B10",79,15,"Coastal Carolina","SB",69,"",-13,10,"2 over 15"
"284","19-Mar-93",1993,"64","West",1,"Michigan","B10",84,16,"Coastal Carolina","SB",53,"",-15,31,"1 over 16"
"285","20-Mar-15",2015,"64","West",1,"Wisconsin","B10",86,16,"Coastal Carolina","SB",72,"",-15,14,"1 over 16"
"286","14-Mar-96",1996,"64","Southeast",1,"Connecticut","Amer",68,16,"Colgate","Pat",59,"",-15,9,"1 over 16"
"287","16-Mar-95",1995,"64","Midwest",1,"Kansas","B12",82,16,"Colgate","Pat",68,"",-15,14,"1 over 16"
"288","21-Mar-03",2003,"64","South",7,"Michigan St.","B10",79,10,"Colorado","P12",64,"",-3,15,"7 over 10"
"289","20-Mar-14",2014,"64","South",9,"Pittsburgh","ACC",77,8,"Colorado","P12",48,"",1,29,"9 over 8"
"290","22-Mar-13",2013,"64","East",7,"Illinois","B10",57,10,"Colorado","P12",49,"",-3,8,"7 over 10"
"291","17-Mar-12",2012,"32","South",3,"Baylor","B12",80,11,"Colorado","P12",63,"",-8,17,"3 over 11"
"292","17-Mar-16",2016,"64","South",9,"Connecticut","Amer",74,8,"Colorado","P12",67,"",1,7,"9 over 8"
"293","15-Mar-97",1997,"32","East",1,"North Carolina","ACC",73,9,"Colorado","P12",56,"",-8,17,"1 over 9"
"294","16-Mar-90",1990,"64","West",7,"Alabama","SEC",71,10,"Colorado St.","MWC",54,"",-3,17,"7 over 10"
"295","15-Mar-12",2012,"64","West",6,"Murray St.","OVC",58,11,"Colorado St.","MWC",41,"",-5,17,"6 over 11"
"296","20-Mar-03",2003,"64","West",3,"Duke","ACC",67,14,"Colorado St.","MWC",57,"",-11,10,"3 over 14"
"297","23-Mar-13",2013,"32","Midwest",1,"Louisville","ACC",82,8,"Colorado St.","MWC",56,"",-7,26,"1 over 8"
"298","19-Mar-89",1989,"32","Midwest",2,"Syracuse","ACC",65,10,"Colorado St.","MWC",50,"",-8,15,"2 over 10"
"299","22-Mar-96",1996,"16","Southeast",5,"Mississippi St.","SEC",60,1,"Connecticut","Amer",55,"",4,5,"5 over 1"
"300","26-Mar-06",2006,"8","East",11,"George Mason","A10",86,1,"Connecticut","Amer",84,"1 OT",10,2,"11 over 1"
"301","21-Mar-98",1998,"8","East",1,"North Carolina","ACC",75,2,"Connecticut","Amer",64,"",-1,11,"1 over 2"
"302","19-Mar-00",2000,"32","South",4,"Tennessee","SEC",65,5,"Connecticut","Amer",51,"",-1,14,"4 over 5"
"303","28-Mar-03",2003,"16","South",1,"Texas","B12",82,5,"Connecticut","Amer",78,"",-4,4,"1 over 5"
"304","25-Mar-94",1994,"16","East",3,"Florida","SEC",69,2,"Connecticut","Amer",60,"1 OT",1,9,"3 over 2"
"305","4-Apr-09",2009,"4","Final Four",2,"Michigan St.","B10",82,1,"Connecticut","Amer",73,"",1,9,"2 over 1"
"306","19-Mar-16",2016,"32","South",1,"Kansas","B12",73,9,"Connecticut","Amer",61,"",-8,12,"1 over 9"
"307","20-Mar-05",2005,"32","East",10,"North Carolina St.","ACC",65,2,"Connecticut","Amer",62,"",8,3,"10 over 2"
"308","24-Mar-90",1990,"8","East",3,"Duke","ACC",79,1,"Connecticut","Amer",78,"1 OT",2,1,"3 over 1"
"309","15-Mar-12",2012,"64","South",8,"Iowa St.","B12",77,9,"Connecticut","Amer",64,"",-1,13,"8 over 9"
"310","22-Mar-91",1991,"16","Midwest",2,"Duke","ACC",81,11,"Connecticut","Amer",67,"",-9,14,"2 over 11"
"311","25-Mar-95",1995,"8","West",1,"UCLA","P12",102,2,"Connecticut","Amer",96,"",-1,6,"1 over 2"
"312","21-Mar-92",1992,"32","Southeast",1,"Ohio St.","B10",78,9,"Connecticut","Amer",55,"",-8,23,"1 over 9"
"313","24-Mar-02",2002,"8","East",1,"Maryland","B10",90,2,"Connecticut","Amer",82,"",-1,8,"1 over 2"
"314","21-Mar-08",2008,"64","West",13,"San Diego","WCC",70,4,"Connecticut","Amer",69,"1 OT",9,1,"13 over 4"
"315","19-Mar-93",1993,"64","East",2,"Cincinnati","Amer",93,15,"Coppin St.","MEAC",66,"",-13,27,"2 over 15"
"316","18-Mar-08",2008,"Play-in","East",16,"Mount St. Mary's","NEC",69,16,"Coppin St.","MEAC",60,"",0,9,"16 over 16"
"317","16-Mar-97",1997,"32","East",10,"Texas","B12",82,15,"Coppin St.","MEAC",81,"",-5,1,"10 over 15"
"318","16-Mar-90",1990,"64","Southeast",2,"Syracuse","ACC",70,15,"Coppin St.","MEAC",48,"",-13,22,"2 over 15"
"319","20-Mar-08",2008,"64","South",3,"Stanford","P12",77,14,"Cornell","Ivy",53,"",-11,24,"3 over 14"
"320","18-Mar-88",1988,"64","West",1,"Arizona","P12",90,16,"Cornell","Ivy",50,"",-15,40,"1 over 16"
"321","20-Mar-09",2009,"64","West",3,"Missouri","SEC",78,14,"Cornell","Ivy",59,"",-11,19,"3 over 14"
"322","25-Mar-10",2010,"16","East",1,"Kentucky","SEC",62,12,"Cornell","Ivy",45,"",-11,17,"1 over 12"
"323","16-Mar-00",2000,"64","Midwest",7,"Auburn","SEC",72,10,"Creighton","BE",69,"",-3,3,"7 over 10"
"324","15-Mar-01",2001,"64","East",7,"Iowa","B10",69,10,"Creighton","BE",56,"",-3,13,"7 over 10"
"325","17-Mar-17",2017,"64","Midwest",11,"Rhode Island","A10",84,6,"Creighton","BE",72,"",5,12,"11 over 6"
"326","16-Mar-91",1991,"32","West",3,"Seton Hall","BE",81,11,"Creighton","BE",69,"",-8,12,"3 over 11"
"327","13-Mar-99",1999,"32","South",2,"Maryland","B10",75,10,"Creighton","BE",63,"",-8,12,"2 over 10"
"328","23-Mar-14",2014,"32","West",6,"Baylor","B12",85,3,"Creighton","BE",55,"",3,30,"6 over 3"
"329","17-Mar-02",2002,"32","Midwest",4,"Illinois","B10",72,12,"Creighton","BE",60,"",-8,12,"4 over 12"
"330","18-Mar-12",2012,"32","Midwest",1,"North Carolina","ACC",87,8,"Creighton","BE",73,"",-7,14,"1 over 8"
"331","20-Mar-03",2003,"64","West",11,"Central Michigan","MAC",79,6,"Creighton","BE",73,"",5,6,"11 over 6"
"332","16-Mar-07",2007,"64","South",7,"Nevada","MWC",77,10,"Creighton","BE",71,"1 OT",-3,6,"7 over 10"
"333","17-Mar-05",2005,"64","West",7,"West Virginia","B12",63,10,"Creighton","BE",61,"",-3,2,"7 over 10"
"334","24-Mar-13",2013,"32","Midwest",2,"Duke","ACC",66,7,"Creighton","BE",50,"",-5,16,"2 over 7"
"335","17-Mar-89",1989,"64","Midwest",3,"Missouri","SEC",85,14,"Creighton","BE",69,"",-11,16,"3 over 14"
"336","13-Mar-98",1998,"64","South",3,"Michigan","B10",80,14,"Davidson","A10",61,"",-11,19,"3 over 14"
"337","14-Mar-86",1986,"64","Southeast",1,"Kentucky","SEC",75,16,"Davidson","A10",55,"",-15,20,"1 over 16"
"338","20-Mar-15",2015,"64","South",7,"Iowa","B10",83,10,"Davidson","A10",52,"",-3,31,"7 over 10"
"339","15-Mar-12",2012,"64","West",4,"Louisville","ACC",69,13,"Davidson","A10",62,"",-9,7,"4 over 13"
"340","15-Mar-07",2007,"64","Midwest",4,"Maryland","B10",82,13,"Davidson","A10",70,"",-9,12,"4 over 13"
"341","21-Mar-13",2013,"64","East",3,"Marquette","BE",59,14,"Davidson","A10",58,"",-11,1,"3 over 14"
"342","14-Mar-02",2002,"64","West",4,"Ohio St.","B10",69,13,"Davidson","A10",64,"",-9,5,"4 over 13"
"343","30-Mar-08",2008,"8","Midwest",1,"Kansas","B12",59,10,"Davidson","A10",57,"",-9,2,"1 over 10"
"344","17-Mar-06",2006,"64","Midwest",2,"Ohio St.","B10",70,15,"Davidson","A10",62,"",-13,8,"2 over 15"
"345","15-Mar-85",1985,"64","Southeast",8,"Villanova","BE",51,9,"Dayton","A10",49,"",-1,2,"8 over 9"
"346","17-Mar-90",1990,"32","Midwest",4,"Arkansas","SEC",86,12,"Dayton","A10",84,"",-8,2,"4 over 12"
"347","22-Mar-09",2009,"32","Midwest",3,"Kansas","B12",60,11,"Dayton","A10",43,"",-8,17,"3 over 11"
"348","16-Mar-00",2000,"64","West",6,"Purdue","B10",62,11,"Dayton","A10",61,"",-5,1,"6 over 11"
"349","18-Mar-16",2016,"64","Midwest",10,"Syracuse","ACC",70,7,"Dayton","A10",51,"",3,19,"10 over 7"
"350","29-Mar-14",2014,"8","South",1,"Florida","SEC",62,11,"Dayton","A10",52,"",-10,10,"1 over 11"
"351","22-Mar-15",2015,"32","East",3,"Oklahoma","B12",72,11,"Dayton","A10",66,"",-8,6,"3 over 11"
"352","17-Mar-17",2017,"64","South",10,"Wichita St.","MVC",64,7,"Dayton","A10",58,"",3,6,"10 over 7"
"353","18-Mar-04",2004,"64","West",7,"DePaul","BE",76,10,"Dayton","A10",69,"2 OT",-3,7,"7 over 10"
"354","20-Mar-03",2003,"64","Midwest",13,"Tulsa","Amer",84,4,"Dayton","A10",71,"",9,13,"13 over 4"
"355","20-Mar-92",1992,"64","Midwest",4,"Cincinnati","Amer",85,13,"Delaware","CAA",47,"",-9,38,"4 over 13"
"356","12-Mar-99",1999,"64","East",4,"Tennessee","SEC",62,13,"Delaware","CAA",52,"",-9,10,"4 over 13"
"357","19-Mar-93",1993,"64","Midwest",4,"Louisville","ACC",76,13,"Delaware","CAA",70,"",-9,6,"4 over 13"
"358","20-Mar-14",2014,"64","East",4,"Michigan St.","B10",93,13,"Delaware","CAA",78,"",-9,15,"4 over 13"
"359","13-Mar-98",1998,"64","Midwest",2,"Purdue","B10",95,15,"Delaware","CAA",56,"",-13,39,"2 over 15"
"360","18-Mar-05",2005,"64","South",1,"Duke","ACC",57,16,"Delaware St.","MEAC",46,"",-15,11,"1 over 16"
"361","18-Mar-89",1989,"32","West",4,"UNLV","MWC",85,12,"DePaul","BE",70,"",-8,15,"4 over 12"
"362","20-Mar-92",1992,"64","West",12,"New Mexico St.","WAC",81,5,"DePaul","BE",73,"",7,8,"12 over 5"
"363","17-Mar-00",2000,"64","East",8,"Kansas","B12",81,9,"DePaul","BE",77,"1 OT",-1,4,"8 over 9"
"364","20-Mar-04",2004,"32","West",2,"Connecticut","Amer",72,7,"DePaul","BE",55,"",-5,17,"2 over 7"
"365","15-Mar-91",1991,"64","Midwest",8,"Georgia Tech","ACC",87,9,"DePaul","BE",70,"",-1,17,"8 over 9"
"366","15-Mar-85",1985,"64","East",7,"Syracuse","ACC",70,10,"DePaul","BE",65,"",-3,5,"7 over 10"
"367","21-Mar-86",1986,"16","East",1,"Duke","ACC",74,12,"DePaul","BE",67,"",-11,7,"1 over 12"
"368","20-Mar-87",1987,"16","Midwest",10,"LSU","SEC",63,3,"DePaul","BE",58,"",7,5,"10 over 3"
"369","19-Mar-88",1988,"32","Midwest",4,"Kansas St.","B12",66,5,"DePaul","BE",58,"",-1,8,"4 over 5"
"370","15-Mar-98",1998,"32","Midwest",2,"Purdue","B10",80,10,"Detroit","Horz",65,"",-8,15,"2 over 10"
"371","13-Mar-99",1999,"32","South",4,"Ohio St.","B10",75,12,"Detroit","Horz",44,"",-8,31,"4 over 12"
"372","16-Mar-12",2012,"64","Midwest",2,"Kansas","B12",65,15,"Detroit","Horz",50,"",-13,15,"2 over 15"
"373","21-Mar-08",2008,"64","West",12,"Western Kentucky","CUSA",101,5,"Drake","MVC",99,"1 OT",7,2,"12 over 5"
"374","16-Mar-95",1995,"64","East",4,"Oklahoma St.","B12",73,13,"Drexel","CAA",49,"",-9,24,"4 over 13"
"375","16-Mar-96",1996,"32","West",4,"Syracuse","ACC",69,12,"Drexel","CAA",58,"",-8,11,"4 over 12"
"376","13-Mar-86",1986,"64","West",2,"Louisville","ACC",93,15,"Drexel","CAA",73,"",-13,20,"2 over 15"
"377","18-Mar-94",1994,"64","East",4,"Temple","Amer",61,13,"Drexel","CAA",39,"",-9,22,"4 over 13"
"378","25-Mar-05",2005,"16","South",5,"Michigan St.","B10",78,1,"Duke","ACC",68,"",4,10,"5 over 1"
"379","19-Mar-17",2017,"32","East",7,"South Carolina","SEC",88,2,"Duke","ACC",81,"",5,7,"7 over 2"
"380","20-Mar-93",1993,"32","Midwest",6,"California","P12",82,3,"Duke","ACC",77,"",3,5,"6 over 3"
"381","16-Mar-12",2012,"64","South",15,"Lehigh","Pat",75,2,"Duke","ACC",70,"",13,5,"15 over 2"
"382","21-Mar-02",2002,"16","South",5,"Indiana","B10",74,1,"Duke","ACC",73,"",4,1,"5 over 1"
"383","2-Apr-88",1988,"4","Final Four",6,"Kansas","B12",66,2,"Duke","ACC",59,"",4,7,"6 over 2"
"384","24-Mar-00",2000,"16","East",5,"Florida","SEC",87,1,"Duke","ACC",78,"",4,9,"5 over 1"
"385","2-Apr-90",1990,"Champ","Championship",1,"UNLV","MWC",103,3,"Duke","ACC",73,"",-2,30,"1 over 3"
"386","29-Mar-99",1999,"Champ","Championship",1,"Connecticut","Amer",77,1,"Duke","ACC",74,"",0,3,"1 over 1"
"387","16-Mar-97",1997,"32","Southeast",10,"Providence","BE",98,2,"Duke","ACC",87,"",8,11,"10 over 2"
"388","22-Mar-98",1998,"8","South",2,"Kentucky","SEC",86,1,"Duke","ACC",84,"",1,2,"2 over 1"
"389","14-Mar-96",1996,"64","Southeast",9,"Eastern Michigan","MAC",75,8,"Duke","ACC",60,"",1,15,"9 over 8"
"390","15-Mar-07",2007,"64","West",11,"VCU","A10",79,6,"Duke","ACC",77,"",5,2,"11 over 6"
"391","1-Apr-89",1989,"4","Final Four",3,"Seton Hall","BE",95,2,"Duke","ACC",78,"",1,17,"3 over 2"
"392","27-Mar-03",2003,"16","West",2,"Kansas","B12",69,3,"Duke","ACC",65,"",-1,4,"2 over 3"
"393","20-Mar-87",1987,"16","Midwest",1,"Indiana","B10",88,5,"Duke","ACC",82,"",-4,6,"1 over 5"
"394","26-Mar-09",2009,"16","East",3,"Villanova","BE",77,2,"Duke","ACC",54,"",1,23,"3 over 2"
"395","31-Mar-13",2013,"8","Midwest",1,"Louisville","ACC",85,2,"Duke","ACC",63,"",-1,22,"1 over 2"
"396","21-Mar-14",2014,"64","Midwest",14,"Mercer","SC",78,3,"Duke","ACC",71,"",11,7,"14 over 3"
"397","23-Mar-06",2006,"16","South",4,"LSU","SEC",62,1,"Duke","ACC",54,"",3,8,"4 over 1"
"398","22-Mar-08",2008,"32","West",7,"West Virginia","B12",73,2,"Duke","ACC",67,"",5,6,"7 over 2"
"399","4-Apr-94",1994,"Champ","Championship",1,"Arkansas","SEC",76,2,"Duke","ACC",72,"",-1,4,"1 over 2"
"400","3-Apr-04",2004,"4","Final Four",2,"Connecticut","Amer",79,1,"Duke","ACC",78,"",1,1,"2 over 1"
"401","24-Mar-11",2011,"16","West",5,"Arizona","P12",93,1,"Duke","ACC",77,"",4,16,"5 over 1"
"402","17-Mar-85",1985,"32","Midwest",11,"Boston College","ACC",74,3,"Duke","ACC",73,"",8,1,"11 over 3"
"403","24-Mar-16",2016,"16","West",1,"Oregon","P12",82,4,"Duke","ACC",68,"",-3,14,"1 over 4"
"404","31-Mar-86",1986,"Champ","Championship",2,"Louisville","ACC",72,1,"Duke","ACC",69,"",1,3,"2 over 1"
"405","18-Mar-93",1993,"64","East",1,"North Carolina","ACC",85,16,"East Carolina","Amer",65,"",-15,20,"1 over 16"
"406","19-Mar-04",2004,"64","South",4,"Cincinnati","Amer",80,13,"East Tennessee St.","SC",77,"",-9,3,"4 over 13"
"407","16-Mar-89",1989,"64","Southeast",1,"Oklahoma","B12",72,16,"East Tennessee St.","SC",71,"",-15,1,"1 over 16"
"408","22-Mar-92",1992,"32","Southeast",6,"Michigan","B10",102,14,"East Tennessee St.","SC",90,"",-8,12,"6 over 14"
"409","18-Mar-10",2010,"64","East",1,"Kentucky","SEC",100,16,"East Tennessee St.","SC",71,"",-15,29,"1 over 16"
"410","20-Mar-09",2009,"64","East",1,"Pittsburgh","ACC",72,16,"East Tennessee St.","SC",62,"",-15,10,"1 over 16"
"411","14-Mar-91",1991,"64","Midwest",7,"Iowa","B10",76,10,"East Tennessee St.","SC",73,"",-3,3,"7 over 10"
"412","15-Mar-90",1990,"64","Southeast",4,"Georgia Tech","ACC",99,13,"East Tennessee St.","SC",83,"",-9,16,"4 over 13"
"413","16-Mar-17",2017,"64","East",4,"Florida","SEC",80,13,"East Tennessee St.","SC",65,"",-9,15,"4 over 13"
"414","21-Mar-03",2003,"64","East",2,"Wake Forest","ACC",76,15,"East Tennessee St.","SC",73,"",-13,3,"2 over 15"
"415","16-Mar-01",2001,"64","Midwest",2,"Arizona","P12",101,15,"Eastern Illinois","OVC",76,"",-13,25,"2 over 15"
"416","19-Mar-92",1992,"64","West",2,"Indiana","B10",94,15,"Eastern Illinois","OVC",55,"",-13,39,"2 over 15"
"417","15-Mar-07",2007,"64","East",1,"North Carolina","ACC",86,16,"Eastern Kentucky","OVC",65,"",-15,21,"1 over 16"
"418","17-Mar-05",2005,"64","South",2,"Kentucky","SEC",72,15,"Eastern Kentucky","OVC",64,"",-13,8,"2 over 15"
"419","21-Mar-14",2014,"64","South",2,"Kansas","B12",80,15,"Eastern Kentucky","OVC",69,"",-13,11,"2 over 15"
"420","18-Mar-88",1988,"64","Midwest",2,"Pittsburgh","ACC",108,15,"Eastern Michigan","MAC",90,"",-13,18,"2 over 15"
"421","12-Mar-98",1998,"64","East",4,"Michigan St.","B10",83,13,"Eastern Michigan","MAC",71,"",-9,12,"4 over 13"
"422","16-Mar-96",1996,"32","Southeast",1,"Connecticut","Amer",95,9,"Eastern Michigan","MAC",81,"",-8,14,"1 over 9"
"423","22-Mar-91",1991,"16","East",1,"North Carolina","ACC",93,12,"Eastern Michigan","MAC",67,"",-11,26,"1 over 12"
"424","19-Mar-15",2015,"64","South",4,"Georgetown","BE",84,13,"Eastern Washington","BSky",74,"",-9,10,"4 over 13"
