"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"1792","14-Mar-96",1996,"64","East",1,"Massachusetts","A10",92,16,"UCF","Amer",70,"",-15,22,"1 over 16"
"1793","17-Mar-94",1994,"64","Southeast",1,"Purdue","B10",98,16,"UCF","Amer",67,"",-15,31,"1 over 16"
"1794","14-Mar-87",1987,"32","West",12,"Wyoming","MWC",78,4,"UCLA","P12",68,"",8,10,"12 over 4"
"1795","5-Apr-08",2008,"4","Final Four",1,"Memphis","Amer",78,1,"UCLA","P12",63,"",0,15,"1 over 1"
"1796","14-Mar-96",1996,"64","Southeast",13,"Princeton","Ivy",43,4,"UCLA","P12",41,"",9,2,"13 over 4"
"1797","17-Mar-05",2005,"64","West",6,"Texas Tech","B12",78,11,"UCLA","P12",66,"",-5,12,"6 over 11"
"1798","11-Mar-99",1999,"64","South",12,"Detroit","Horz",56,5,"UCLA","P12",53,"",7,3,"12 over 5"
"1799","21-Mar-02",2002,"16","West",12,"Missouri","SEC",82,8,"UCLA","P12",73,"",4,9,"12 over 8"
"1800","28-Mar-92",1992,"8","West",2,"Indiana","B10",106,1,"UCLA","P12",79,"",1,27,"2 over 1"
"1801","23-Mar-00",2000,"16","Midwest",2,"Iowa St.","B12",80,6,"UCLA","P12",56,"",-4,24,"2 over 6"
"1802","22-Mar-97",1997,"8","Midwest",1,"Minnesota","B10",80,2,"UCLA","P12",72,"",-1,8,"1 over 2"
"1803","22-Mar-13",2013,"64","South",11,"Minnesota","B10",83,6,"UCLA","P12",63,"",5,20,"11 over 6"
"1804","27-Mar-14",2014,"16","South",1,"Florida","SEC",79,4,"UCLA","P12",68,"",-3,11,"1 over 4"
"1805","20-Mar-98",1998,"16","South",2,"Kentucky","SEC",94,6,"UCLA","P12",68,"",-4,26,"2 over 6"
"1806","22-Mar-90",1990,"16","East",3,"Duke","ACC",90,7,"UCLA","P12",81,"",-4,9,"3 over 7"
"1807","21-Mar-09",2009,"32","East",3,"Villanova","BE",89,6,"UCLA","P12",69,"",-3,20,"3 over 6"
"1808","18-Mar-94",1994,"64","Midwest",12,"Tulsa","Amer",112,5,"UCLA","P12",102,"",7,10,"12 over 5"
"1809","31-Mar-07",2007,"4","Final Four",1,"Florida","SEC",76,2,"UCLA","P12",66,"",-1,10,"1 over 2"
"1810","19-Mar-89",1989,"32","Southeast",2,"North Carolina","ACC",88,7,"UCLA","P12",81,"",-5,7,"2 over 7"
"1811","24-Mar-17",2017,"16","South",2,"Kentucky","SEC",86,3,"UCLA","P12",75,"",-1,11,"2 over 3"
"1812","15-Mar-91",1991,"64","East",13,"Penn St.","B10",74,4,"UCLA","P12",69,"",9,5,"13 over 4"
"1813","21-Mar-93",1993,"32","West",1,"Michigan","B10",86,9,"UCLA","P12",84,"1 OT",-8,2,"1 over 9"
"1814","3-Apr-06",2006,"Champ","Championship",3,"Florida","SEC",73,2,"UCLA","P12",57,"",1,16,"3 over 2"
"1815","27-Mar-15",2015,"16","South",2,"Gonzaga","WCC",74,11,"UCLA","P12",62,"",-9,12,"2 over 11"
"1816","19-Mar-11",2011,"32","Southeast",2,"Florida","SEC",73,7,"UCLA","P12",65,"",-5,8,"2 over 7"
"1817","22-Mar-01",2001,"16","East",1,"Duke","ACC",76,4,"UCLA","P12",63,"",-3,13,"1 over 4"
"1818","21-Mar-08",2008,"64","Midwest",2,"Georgetown","BE",66,15,"UMBC","AE",47,"",-13,19,"2 over 15"
"1819","17-Mar-11",2011,"64","Southeast",1,"Pittsburgh","ACC",74,16,"UNC Asheville","BSth",51,"",-15,23,"1 over 16"
"1820","15-Mar-12",2012,"64","East",1,"Syracuse","ACC",72,16,"UNC Asheville","BSth",65,"",-15,7,"1 over 16"
"1821","21-Mar-03",2003,"64","South",1,"Texas","B12",82,16,"UNC Asheville","BSth",61,"",-15,21,"1 over 16"
"1822","18-Mar-16",2016,"64","South",2,"Villanova","BE",86,15,"UNC Asheville","BSth",56,"",-13,30,"2 over 15"
"1823","17-Mar-00",2000,"64","South",2,"Cincinnati","Amer",64,15,"UNC Wilmington","CAA",47,"",-13,17,"2 over 15"
"1824","16-Mar-06",2006,"64","South",8,"George Washington","A10",88,9,"UNC Wilmington","CAA",85,"1 OT",-1,3,"8 over 9"
"1825","16-Mar-02",2002,"32","South",5,"Indiana","B10",76,13,"UNC Wilmington","CAA",67,"",-8,9,"5 over 13"
"1826","21-Mar-03",2003,"64","South",6,"Maryland","B10",75,11,"UNC Wilmington","CAA",73,"",-5,2,"6 over 11"
"1827","16-Mar-17",2017,"64","East",5,"Virginia","ACC",76,12,"UNC Wilmington","CAA",71,"",-7,5,"5 over 12"
"1828","17-Mar-16",2016,"64","West",4,"Duke","ACC",93,13,"UNC Wilmington","CAA",85,"",-9,8,"4 over 13"
"1829","16-Mar-85",1985,"32","West",12,"Kentucky","SEC",64,4,"UNLV","MWC",61,"",8,3,"12 over 4"
"1830","17-Mar-00",2000,"64","South",7,"Tulsa","Amer",89,10,"UNLV","MWC",62,"",-3,27,"7 over 10"
"1831","23-Mar-07",2007,"16","Midwest",3,"Oregon","P12",76,7,"UNLV","MWC",72,"",-4,4,"3 over 7"
"1832","15-Mar-12",2012,"64","South",11,"Colorado","P12",68,6,"UNLV","MWC",64,"",5,4,"11 over 6"
"1833","22-Mar-08",2008,"32","Midwest",1,"Kansas","B12",75,8,"UNLV","MWC",56,"",-7,19,"1 over 8"
"1834","20-Mar-86",1986,"16","West",8,"Auburn","SEC",70,4,"UNLV","MWC",63,"",4,7,"8 over 4"
"1835","18-Mar-11",2011,"64","Southwest",9,"Illinois","B10",73,8,"UNLV","MWC",62,"",1,11,"9 over 8"
"1836","18-Mar-10",2010,"64","Midwest",9,"Northern Iowa","MVC",69,8,"UNLV","MWC",66,"",1,3,"9 over 8"
"1837","21-Mar-13",2013,"64","East",12,"California","P12",64,5,"UNLV","MWC",61,"",7,3,"12 over 5"
"1838","20-Mar-88",1988,"32","West",5,"Iowa","B10",104,4,"UNLV","MWC",86,"",1,18,"5 over 4"
"1839","28-Mar-87",1987,"4","Final Four",1,"Indiana","B10",97,1,"UNLV","MWC",93,"",0,4,"1 over 1"
"1840","12-Mar-98",1998,"64","East",5,"Princeton","Ivy",69,12,"UNLV","MWC",57,"",-7,12,"5 over 12"
"1841","25-Mar-89",1989,"8","West",3,"Seton Hall","BE",84,4,"UNLV","MWC",61,"",-1,23,"3 over 4"
"1842","30-Mar-91",1991,"4","Final Four",2,"Duke","ACC",79,1,"UNLV","MWC",77,"",1,2,"2 over 1"
"1843","24-Mar-01",2001,"8","East",1,"Duke","ACC",79,6,"USC","P12",69,"",-5,10,"1 over 6"
"1844","14-Mar-85",1985,"64","Midwest",9,"Illinois St.","MVC",58,8,"USC","P12",55,"",1,3,"9 over 8"
"1845","20-Mar-08",2008,"64","Midwest",11,"Kansas St.","B12",80,6,"USC","P12",67,"",5,13,"11 over 6"
"1846","23-Mar-07",2007,"16","East",1,"North Carolina","ACC",74,5,"USC","P12",64,"",-4,10,"1 over 5"
"1847","14-Mar-97",1997,"64","Southeast",6,"Illinois","B10",90,11,"USC","P12",77,"",-5,13,"6 over 11"
"1848","22-Mar-09",2009,"32","Midwest",2,"Michigan St.","B10",74,10,"USC","P12",69,"",-8,5,"2 over 10"
"1849","19-Mar-17",2017,"32","East",3,"Baylor","B12",82,11,"USC","P12",78,"",-8,4,"3 over 11"
"1850","14-Mar-02",2002,"64","South",13,"UNC Wilmington","CAA",93,4,"USC","P12",89,"1 OT",9,4,"13 over 4"
"1851","14-Mar-91",1991,"64","Southeast",7,"Florida St.","ACC",75,10,"USC","P12",72,"",-3,3,"7 over 10"
"1852","17-Mar-16",2016,"64","East",9,"Providence","BE",70,8,"USC","P12",69,"",1,1,"9 over 8"
"1853","21-Mar-92",1992,"32","Midwest",7,"Georgia Tech","ACC",79,2,"USC","P12",78,"",5,1,"7 over 2"
"1854","16-Mar-11",2011,"Play-in","Southwest",11,"VCU","A10",59,11,"USC","P12",46,"",0,13,"11 over 11"
"1855","21-Mar-93",1993,"32","Southeast",1,"Kentucky","SEC",83,8,"Utah","P12",62,"",-7,21,"1 over 8"
"1856","30-Mar-98",1998,"Champ","Championship",2,"Kentucky","SEC",78,3,"Utah","P12",69,"",-1,9,"2 over 3"
"1857","19-Mar-95",1995,"32","West",5,"Mississippi St.","SEC",78,4,"Utah","P12",64,"",1,14,"5 over 4"
"1858","19-Mar-04",2004,"64","Midwest",6,"Boston College","ACC",58,11,"Utah","P12",51,"",-5,7,"6 over 11"
"1859","13-Mar-86",1986,"64","West",3,"North Carolina","ACC",84,14,"Utah","P12",72,"",-11,12,"3 over 14"
"1860","25-Mar-05",2005,"16","South",2,"Kentucky","SEC",62,6,"Utah","P12",52,"",-4,10,"2 over 6"
"1861","21-Mar-91",1991,"16","West",1,"UNLV","MWC",83,4,"Utah","P12",66,"",-3,17,"1 over 4"
"1862","19-Mar-16",2016,"32","Midwest",11,"Gonzaga","WCC",82,3,"Utah","P12",59,"",8,23,"11 over 3"
"1863","27-Mar-15",2015,"16","South",1,"Duke","ACC",63,5,"Utah","P12",57,"",-4,6,"1 over 5"
"1864","18-Mar-00",2000,"32","Midwest",1,"Michigan St.","B10",73,8,"Utah","P12",61,"",-7,12,"1 over 8"
"1865","21-Mar-96",1996,"16","Midwest",1,"Kentucky","SEC",101,4,"Utah","P12",70,"",-3,31,"1 over 4"
"1866","14-Mar-02",2002,"64","South",5,"Indiana","B10",75,12,"Utah","P12",56,"",-7,19,"5 over 12"
"1867","14-Mar-99",1999,"32","Midwest",10,"Miami OH","MAC",66,2,"Utah","P12",58,"",8,8,"10 over 2"
"1868","22-Mar-97",1997,"8","West",1,"Kentucky","SEC",72,2,"Utah","P12",59,"",-1,13,"1 over 2"
"1869","23-Mar-03",2003,"32","Midwest",1,"Kentucky","SEC",74,9,"Utah","P12",54,"",-8,20,"1 over 9"
"1870","20-Mar-09",2009,"64","Midwest",12,"Arizona","P12",84,5,"Utah","P12",71,"",7,13,"12 over 5"
"1871","20-Mar-09",2009,"64","West",6,"Marquette","BE",58,11,"Utah St.","MWC",57,"",-5,1,"6 over 11"
"1872","16-Mar-06",2006,"64","East",5,"Washington","P12",75,12,"Utah St.","MWC",61,"",-7,14,"5 over 12"
"1873","17-Mar-05",2005,"64","Midwest",3,"Arizona","P12",66,14,"Utah St.","MWC",53,"",-11,13,"3 over 14"
"1874","12-Mar-98",1998,"64","West",4,"Maryland","B10",82,13,"Utah St.","MWC",68,"",-9,14,"4 over 13"
"1875","19-Mar-10",2010,"64","South",5,"Texas A&M","SEC",69,12,"Utah St.","MWC",53,"",-7,16,"5 over 12"
"1876","17-Mar-01",2001,"32","East",4,"UCLA","P12",75,12,"Utah St.","MWC",70,"",-8,5,"4 over 12"
"1877","17-Mar-00",2000,"64","South",5,"Connecticut","Amer",75,12,"Utah St.","MWC",67,"",-7,8,"5 over 12"
"1878","17-Mar-11",2011,"64","Southeast",5,"Kansas St.","B12",73,12,"Utah St.","MWC",68,"",-7,5,"5 over 12"
"1879","20-Mar-03",2003,"64","West",2,"Kansas","B12",64,15,"Utah St.","MWC",61,"",-13,3,"2 over 15"
"1880","18-Mar-88",1988,"64","Midwest",7,"Vanderbilt","SEC",80,10,"Utah St.","MWC",77,"",-3,3,"7 over 10"
"1881","19-Mar-89",1989,"32","West",2,"Indiana","B10",92,7,"UTEP","CUSA",69,"",-5,23,"2 over 7"
"1882","27-Mar-92",1992,"16","Midwest",4,"Cincinnati","Amer",69,9,"UTEP","CUSA",67,"",-5,2,"4 over 9"
"1883","16-Mar-90",1990,"64","Southeast",6,"Minnesota","B10",64,11,"UTEP","CUSA",61,"1 OT",-5,3,"6 over 11"
"1884","17-Mar-05",2005,"64","South",6,"Utah","P12",60,11,"UTEP","CUSA",54,"",-5,6,"6 over 11"
"1885","18-Mar-04",2004,"64","West",4,"Maryland","B10",86,13,"UTEP","CUSA",83,"",-9,3,"4 over 13"
"1886","17-Mar-85",1985,"32","West",3,"North Carolina St.","ACC",86,11,"UTEP","CUSA",73,"",-8,13,"3 over 11"
"1887","15-Mar-87",1987,"32","West",2,"Iowa","B10",84,7,"UTEP","CUSA",82,"",-5,2,"2 over 7"
"1888","18-Mar-10",2010,"64","West",5,"Butler","BE",77,12,"UTEP","CUSA",59,"",-7,18,"5 over 12"
"1889","13-Mar-86",1986,"64","West",7,"Bradley","MVC",83,10,"UTEP","CUSA",65,"",-3,18,"7 over 10"
"1890","18-Mar-88",1988,"64","West",8,"Seton Hall","BE",80,9,"UTEP","CUSA",64,"",-1,16,"8 over 9"
"1891","18-Mar-04",2004,"64","West",1,"Stanford","P12",71,16,"UTSA","CUSA",45,"",-15,26,"1 over 16"
"1892","18-Mar-11",2011,"64","East",1,"Ohio St.","B10",75,16,"UTSA","CUSA",46,"",-15,29,"1 over 16"
"1893","18-Mar-88",1988,"64","Southeast",3,"Illinois","B10",81,14,"UTSA","CUSA",72,"",-11,9,"3 over 14"
"1894","11-Mar-99",1999,"64","West",1,"Connecticut","Amer",91,16,"UTSA","CUSA",66,"",-15,25,"1 over 16"
"1895","18-Mar-04",2004,"64","Midwest",2,"Gonzaga","WCC",76,15,"Valparaiso","Horz",49,"",-13,27,"2 over 15"
"1896","11-Mar-99",1999,"64","South",2,"Maryland","B10",82,15,"Valparaiso","Horz",60,"",-13,22,"2 over 15"
"1897","21-Mar-13",2013,"64","Midwest",3,"Michigan St.","B10",65,14,"Valparaiso","Horz",54,"",-11,11,"3 over 14"
"1898","15-Mar-96",1996,"64","West",3,"Arizona","P12",90,14,"Valparaiso","Horz",51,"",-11,39,"3 over 14"
"1899","20-Mar-15",2015,"64","Midwest",4,"Maryland","B10",65,13,"Valparaiso","Horz",62,"",-9,3,"4 over 13"
"1900","14-Mar-02",2002,"64","East",4,"Kentucky","SEC",83,13,"Valparaiso","Horz",68,"",-9,15,"4 over 13"
"1901","13-Mar-97",1997,"64","West",5,"Boston College","ACC",73,12,"Valparaiso","Horz",66,"",-7,7,"5 over 12"
"1902","16-Mar-00",2000,"64","Midwest",1,"Michigan St.","B10",65,16,"Valparaiso","Horz",38,"",-15,27,"1 over 16"
"1903","20-Mar-98",1998,"16","Midwest",8,"Rhode Island","A10",74,13,"Valparaiso","Horz",68,"",-5,6,"8 over 13"
"1904","17-Mar-89",1989,"64","East",9,"Notre Dame","ACC",81,8,"Vanderbilt","SEC",65,"",1,16,"9 over 8"
"1905","25-Mar-04",2004,"16","West",2,"Connecticut","Amer",73,6,"Vanderbilt","SEC",53,"",-4,20,"2 over 6"
"1906","26-Mar-93",1993,"16","West",7,"Temple","Amer",67,3,"Vanderbilt","SEC",59,"",4,8,"7 over 3"
"1907","25-Mar-88",1988,"16","Midwest",6,"Kansas","B12",77,7,"Vanderbilt","SEC",64,"",-1,13,"6 over 7"
"1908","23-Mar-07",2007,"16","East",2,"Georgetown","BE",66,6,"Vanderbilt","SEC",65,"",-4,1,"2 over 6"
"1909","15-Mar-91",1991,"64","West",8,"Georgetown","BE",70,9,"Vanderbilt","SEC",60,"",-1,10,"8 over 9"
"1910","17-Mar-11",2011,"64","Southwest",12,"Richmond","A10",69,5,"Vanderbilt","SEC",66,"",7,3,"12 over 5"
"1911","13-Mar-97",1997,"64","Midwest",7,"Xavier","BE",80,10,"Vanderbilt","SEC",68,"",-3,12,"7 over 10"
"1912","17-Mar-12",2012,"32","East",4,"Wisconsin","B10",60,5,"Vanderbilt","SEC",57,"",-1,3,"4 over 5"
"1913","18-Mar-10",2010,"64","West",13,"Murray St.","OVC",66,4,"Vanderbilt","SEC",65,"",9,1,"13 over 4"
"1914","15-Mar-16",2016,"Play-in","South",11,"Wichita St.","MVC",70,11,"Vanderbilt","SEC",50,"",0,20,"11 over 11"
"1915","21-Mar-08",2008,"64","Midwest",13,"Siena","MAAC",83,4,"Vanderbilt","SEC",62,"",9,21,"13 over 4"
"1916","16-Mar-17",2017,"64","West",8,"Northwestern","B10",68,9,"Vanderbilt","SEC",66,"",-1,2,"8 over 9"
"1917","20-Mar-16",2016,"32","West",2,"Oklahoma","B12",85,10,"VCU","A10",81,"",-8,4,"2 over 10"
"1918","23-Mar-13",2013,"32","South",4,"Michigan","B10",78,5,"VCU","A10",53,"",-1,25,"4 over 5"
"1919","19-Mar-15",2015,"64","West",10,"Ohio St.","B10",75,7,"VCU","A10",72,"1 OT",3,3,"10 over 7"
"1920","16-Mar-17",2017,"64","West",7,"Saint Mary's","WCC",85,10,"VCU","A10",77,"",-3,8,"7 over 10"
"1921","19-Mar-09",2009,"64","East",6,"UCLA","P12",65,11,"VCU","A10",64,"",-5,1,"6 over 11"
"1922","21-Mar-14",2014,"64","South",12,"Stephen F. Austin","Slnd",77,5,"VCU","A10",75,"1 OT",7,2,"12 over 5"
"1923","18-Mar-04",2004,"64","East",4,"Wake Forest","ACC",79,13,"VCU","A10",78,"",-9,1,"4 over 13"
"1924","14-Mar-96",1996,"64","Southeast",5,"Mississippi St.","SEC",58,12,"VCU","A10",51,"",-7,7,"5 over 12"
"1925","17-Mar-12",2012,"32","South",4,"Indiana","B10",63,12,"VCU","A10",61,"",-8,2,"4 over 12"
"1926","2-Apr-11",2011,"4","Final Four",8,"Butler","BE",70,11,"VCU","A10",62,"",-3,8,"8 over 11"
"1927","17-Mar-85",1985,"32","West",7,"Alabama","SEC",63,2,"VCU","A10",59,"",5,4,"7 over 2"
"1928","17-Mar-07",2007,"32","West",3,"Pittsburgh","ACC",84,11,"VCU","A10",79,"1 OT",-8,5,"3 over 11"
"1929","20-Mar-03",2003,"64","West",1,"Arizona","P12",80,16,"Vermont","AE",51,"",-15,29,"1 over 16"
"1930","18-Mar-04",2004,"64","West",2,"Connecticut","Amer",70,15,"Vermont","AE",53,"",-13,17,"2 over 15"
"1931","19-Mar-10",2010,"64","West",1,"Syracuse","ACC",79,16,"Vermont","AE",56,"",-15,23,"1 over 16"
"1932","20-Mar-05",2005,"32","South",5,"Michigan St.","B10",72,13,"Vermont","AE",61,"",-8,11,"5 over 13"
"1933","16-Mar-12",2012,"64","Midwest",1,"North Carolina","ACC",77,16,"Vermont","AE",58,"",-15,19,"1 over 16"
"1934","16-Mar-17",2017,"64","Midwest",4,"Purdue","B10",80,13,"Vermont","AE",70,"",-9,10,"4 over 13"
"1935","15-Mar-97",1997,"32","East",5,"California","P12",75,4,"Villanova","BE",68,"",1,7,"5 over 4"
"1936","18-Mar-17",2017,"32","East",8,"Wisconsin","B10",65,1,"Villanova","BE",62,"",7,3,"8 over 1"
"1937","4-Apr-09",2009,"4","Final Four",1,"North Carolina","ACC",83,3,"Villanova","BE",69,"",-2,14,"1 over 3"
"1938","18-Mar-11",2011,"64","East",8,"George Mason","A10",61,9,"Villanova","BE",57,"",-1,4,"8 over 9"
"1939","28-Mar-08",2008,"16","Midwest",1,"Kansas","B12",72,12,"Villanova","BE",57,"",-11,15,"1 over 12"
"1940","17-Mar-95",1995,"64","East",14,"Old Dominion","CUSA",89,3,"Villanova","BE",81,"3 OT",11,8,"14 over 3"
"1941","15-Mar-86",1986,"32","Southeast",2,"Georgia Tech","ACC",66,10,"Villanova","BE",61,"",-8,5,"2 over 10"
"1942","22-Mar-14",2014,"32","East",7,"Connecticut","Amer",77,2,"Villanova","BE",65,"",5,12,"7 over 2"
"1943","21-Mar-15",2015,"32","East",8,"North Carolina St.","ACC",71,1,"Villanova","BE",68,"",7,3,"8 over 1"
"1944","17-Mar-91",1991,"32","East",1,"North Carolina","ACC",84,9,"Villanova","BE",69,"",-8,15,"1 over 9"
"1945","15-Mar-90",1990,"64","Southeast",5,"LSU","SEC",70,12,"Villanova","BE",63,"",-7,7,"5 over 12"
"1946","26-Mar-88",1988,"8","Southeast",1,"Oklahoma","B12",78,6,"Villanova","BE",59,"",-5,19,"1 over 6"
"1947","25-Mar-05",2005,"16","East",1,"North Carolina","ACC",67,5,"Villanova","BE",66,"",-4,1,"1 over 5"
"1948","20-Mar-10",2010,"32","South",10,"Saint Mary's","WCC",75,2,"Villanova","BE",68,"",8,7,"10 over 2"
"1949","12-Mar-99",1999,"64","Midwest",9,"Mississippi","SEC",72,8,"Villanova","BE",70,"",1,2,"9 over 8"
"1950","16-Mar-07",2007,"64","West",8,"Kentucky","SEC",67,9,"Villanova","BE",58,"",-1,9,"8 over 9"
"1951","17-Mar-96",1996,"32","Midwest",6,"Louisville","ACC",68,3,"Villanova","BE",64,"",3,4,"6 over 3"
"1952","26-Mar-06",2006,"8","Midwest",3,"Florida","SEC",75,1,"Villanova","BE",62,"",2,13,"3 over 1"
"1953","22-Mar-13",2013,"64","South",8,"North Carolina","ACC",78,9,"Villanova","BE",71,"",-1,7,"8 over 9"
"1954","28-Mar-14",2014,"16","East",4,"Michigan St.","B10",61,1,"Virginia","ACC",59,"",3,2,"4 over 1"
"1955","14-Mar-91",1991,"64","West",10,"BYU","WCC",61,7,"Virginia","ACC",48,"",3,13,"10 over 7"
"1956","13-Mar-97",1997,"64","West",8,"Iowa","B10",73,9,"Virginia","ACC",60,"",-1,13,"8 over 9"
"1957","13-Mar-86",1986,"64","East",12,"DePaul","BE",72,5,"Virginia","ACC",68,"",7,4,"12 over 5"
"1958","18-Mar-07",2007,"32","South",5,"Tennessee","SEC",77,4,"Virginia","ACC",74,"",1,3,"5 over 4"
"1959","20-Mar-94",1994,"32","West",2,"Arizona","P12",71,7,"Virginia","ACC",58,"",-5,13,"2 over 7"
"1960","26-Mar-93",1993,"16","East",2,"Cincinnati","Amer",71,6,"Virginia","ACC",54,"",-4,17,"2 over 6"
"1961","22-Mar-15",2015,"32","East",7,"Michigan St.","B10",60,2,"Virginia","ACC",54,"",5,6,"7 over 2"
"1962","27-Mar-16",2016,"8","Midwest",10,"Syracuse","ACC",68,1,"Virginia","ACC",62,"",9,6,"10 over 1"
"1963","18-Mar-90",1990,"32","Southeast",2,"Syracuse","ACC",63,7,"Virginia","ACC",61,"",-5,2,"2 over 7"
"1964","16-Mar-12",2012,"64","West",7,"Florida","SEC",71,10,"Virginia","ACC",45,"",-3,26,"7 over 10"
"1965","26-Mar-95",1995,"8","Midwest",2,"Arkansas","SEC",68,4,"Virginia","ACC",61,"",-2,7,"2 over 4"
"1966","12-Mar-87",1987,"64","West",12,"Wyoming","MWC",64,5,"Virginia","ACC",60,"",7,4,"12 over 5"
"1967","16-Mar-01",2001,"64","South",12,"Gonzaga","WCC",86,5,"Virginia","ACC",85,"",7,1,"12 over 5"
"1968","18-Mar-17",2017,"32","East",4,"Florida","SEC",65,5,"Virginia","ACC",39,"",-1,26,"4 over 5"
"1969","25-Mar-89",1989,"8","Southeast",3,"Michigan","B10",102,5,"Virginia","ACC",65,"",-2,37,"3 over 5"
"1970","16-Mar-17",2017,"64","East",8,"Wisconsin","B10",84,9,"Virginia Tech","ACC",74,"",-1,10,"8 over 9"
"1971","16-Mar-96",1996,"32","Midwest",1,"Kentucky","SEC",84,9,"Virginia Tech","ACC",60,"",-8,24,"1 over 9"
"1972","18-Mar-07",2007,"32","West",4,"Southern Illinois","MVC",63,5,"Virginia Tech","ACC",48,"",-1,15,"4 over 5"
"1973","13-Mar-86",1986,"64","Southeast",10,"Villanova","BE",71,7,"Virginia Tech","ACC",62,"",3,9,"10 over 7"
"1974","14-Mar-85",1985,"64","East",8,"Temple","Amer",60,9,"Virginia Tech","ACC",57,"",-1,3,"8 over 9"
"1975","21-Mar-03",2003,"64","Midwest",2,"Pittsburgh","ACC",87,15,"Wagner","NEC",61,"",-13,26,"2 over 15"
"1976","14-Mar-17",2017,"Play-in","South",11,"Kansas St.","B12",95,11,"Wake Forest","ACC",88,"",0,7,"11 over 11"
"1977","20-Mar-92",1992,"64","West",8,"Louisville","ACC",81,9,"Wake Forest","ACC",58,"",-1,23,"8 over 9"
"1978","23-Mar-96",1996,"8","Midwest",1,"Kentucky","SEC",83,2,"Wake Forest","ACC",63,"",-1,20,"1 over 2"
"1979","16-Mar-01",2001,"64","Midwest",10,"Butler","BE",79,7,"Wake Forest","ACC",63,"",3,16,"10 over 7"
"1980","17-Mar-91",1991,"32","Southeast",4,"Alabama","SEC",96,5,"Wake Forest","ACC",88,"",-1,8,"4 over 5"
"1981","19-Mar-94",1994,"32","Southeast",4,"Kansas","B12",69,5,"Wake Forest","ACC",58,"",-1,11,"4 over 5"
"1982","19-Mar-05",2005,"32","West",7,"West Virginia","B12",111,2,"Wake Forest","ACC",105,"2 OT",5,6,"7 over 2"
"1983","24-Mar-95",1995,"16","East",4,"Oklahoma St.","B12",71,1,"Wake Forest","ACC",66,"",3,5,"4 over 1"
"1984","25-Mar-04",2004,"16","East",1,"Saint Joseph's","A10",84,4,"Wake Forest","ACC",80,"",-3,4,"1 over 4"
"1985","16-Mar-97",1997,"32","West",6,"Stanford","P12",72,3,"Wake Forest","ACC",66,"",3,6,"6 over 3"
"1986","23-Mar-03",2003,"32","East",10,"Auburn","SEC",68,2,"Wake Forest","ACC",62,"",8,6,"10 over 2"
"1987","16-Mar-02",2002,"32","Midwest",2,"Oregon","P12",92,7,"Wake Forest","ACC",87,"",-5,5,"2 over 7"
"1988","20-Mar-09",2009,"64","Midwest",13,"Cleveland St.","Horz",84,4,"Wake Forest","ACC",69,"",9,15,"13 over 4"
"1989","25-Mar-93",1993,"16","Southeast",1,"Kentucky","SEC",103,5,"Wake Forest","ACC",69,"",-4,34,"1 over 5"
"1990","20-Mar-10",2010,"32","East",1,"Kentucky","SEC",90,9,"Wake Forest","ACC",60,"",-8,30,"1 over 9"
"1991","20-Mar-11",2011,"32","East",2,"North Carolina","ACC",86,7,"Washington","P12",83,"",-5,3,"2 over 7"
"1992","13-Mar-86",1986,"64","Midwest",5,"Michigan St.","B10",72,12,"Washington","P12",70,"",-7,2,"5 over 12"
"1993","24-Mar-06",2006,"16","East",1,"Connecticut","Amer",98,5,"Washington","P12",92,"1 OT",-4,6,"1 over 5"
"1994","14-Mar-85",1985,"64","West",12,"Kentucky","SEC",66,5,"Washington","P12",58,"",7,8,"12 over 5"
"1995","12-Mar-99",1999,"64","Midwest",10,"Miami OH","MAC",59,7,"Washington","P12",58,"",3,1,"10 over 7"
"1996","25-Mar-10",2010,"16","East",2,"West Virginia","B12",69,11,"Washington","P12",56,"",-9,13,"2 over 11"
"1997","19-Mar-04",2004,"64","Midwest",9,"UAB","CUSA",102,8,"Washington","P12",100,"",1,2,"9 over 8"
"1998","24-Mar-05",2005,"16","West",4,"Louisville","ACC",93,1,"Washington","P12",79,"",3,14,"4 over 1"
"1999","19-Mar-98",1998,"16","East",2,"Connecticut","Amer",75,11,"Washington","P12",74,"",-9,1,"2 over 11"
"2000","21-Mar-09",2009,"32","West",5,"Purdue","B10",76,4,"Washington","P12",74,"",1,2,"5 over 4"
"2001","18-Mar-94",1994,"64","East",9,"Boston College","ACC",67,8,"Washington St.","P12",64,"",1,3,"9 over 8"
"2002","27-Mar-08",2008,"16","East",1,"North Carolina","ACC",68,4,"Washington St.","P12",47,"",-3,21,"1 over 4"
"2003","17-Mar-07",2007,"32","East",6,"Vanderbilt","SEC",78,3,"Washington St.","P12",74,"2 OT",3,4,"6 over 3"
"2004","20-Mar-03",2003,"64","Midwest",5,"Wisconsin","B10",81,12,"Weber St.","BSky",74,"",-7,7,"5 over 12"
"2005","21-Mar-14",2014,"64","West",1,"Arizona","P12",68,16,"Weber St.","BSky",59,"",-15,9,"1 over 16"
"2006","15-Mar-07",2007,"64","West",2,"UCLA","P12",70,15,"Weber St.","BSky",42,"",-13,28,"2 over 15"
"2007","19-Mar-95",1995,"32","Southeast",6,"Georgetown","BE",53,14,"Weber St.","BSky",51,"",-8,2,"6 over 14"
