Date,Year,Round,Region,wSeed,Winner,WScore,LSeed,Loser,LScore,OT
17-Mar-02,2002,32,South,3,Pittsburgh,63,6,California,50,
17-Mar-02,2002,32,West,2,Oklahoma,78,7,Xavier,65,
23-Mar-90,1990,16,Southeast,4,Georgia Tech,81,1,Michigan St.,80,1 OT
14-Mar-91,1991,64,East,10,Temple,80,7,Purdue,63,
14-Mar-91,1991,64,West,10,BYU,61,7,Virginia,48,
21-Mar-02,2002,16,West,2,Oklahoma,88,3,Arizona,67,
22-Mar-91,1991,16,Midwest,4,St. John's,91,1,Ohio St.,74,
22-Mar-02,2002,16,East,1,Maryland,78,4,Kentucky,68,
22-Mar-02,2002,16,East,2,Connecticut,71,11,Southern Illinois,59,
22-Mar-02,2002,16,Midwest,1,Kansas,73,4,Illinois,69,
22-Mar-02,2002,16,Midwest,2,Oregon,72,6,Texas,70,
23-Mar-02,2002,8,South,5,Indiana,81,10,Kent St.,69,
23-Mar-02,2002,8,West,2,Oklahoma,81,12,Missouri,75,
24-Mar-02,2002,8,East,1,Maryland,90,2,Connecticut,82,
24-Mar-02,2002,8,Midwest,1,Kansas,104,2,Oregon,86,
30-Mar-02,2002,4,Final Four,1,Maryland,97,1,Kansas,88,
20-Mar-92,1992,64,East,10,Iowa St.,76,7,Charlotte,74,
1-Apr-02,2002,Champ,Championship,1,Maryland,64,5,Indiana,52,
18-Mar-03,2003,Play-in,South,16,UNC Asheville,92,16,Texas Southern,84,1 OT
20-Mar-03,2003,64,East,1,Oklahoma,71,16,South Carolina St.,54,
20-Mar-03,2003,64,East,8,California,76,9,North Carolina St.,74,1 OT
20-Mar-03,2003,64,Midwest,3,Marquette,72,14,Holy Cross,68,
20-Mar-03,2003,64,Midwest,5,Wisconsin,81,12,Weber St.,74,
20-Mar-03,2003,64,Midwest,6,Missouri,72,11,Southern Illinois,71,
20-Mar-92,1992,64,Southeast,10,Tulane,61,7,St. John's,57,
20-Mar-03,2003,64,South,4,Stanford,77,13,San Diego,69,
20-Mar-03,2003,64,South,5,Connecticut,58,12,BYU,53,
20-Mar-03,2003,64,West,1,Arizona,80,16,Vermont,51,
20-Mar-03,2003,64,West,2,Kansas,64,15,Utah St.,61,
20-Mar-03,2003,64,West,3,Duke,67,14,Colorado St.,57,
20-Mar-03,2003,64,West,4,Illinois,65,13,Western Kentucky,60,
20-Mar-03,2003,64,West,5,Notre Dame,70,12,Milwaukee,69,
21-Mar-92,1992,32,Midwest,6,Memphis,82,3,Arkansas,80,
20-Mar-93,1993,32,Midwest,6,California,82,3,Duke,77,
21-Mar-93,1993,32,East,6,Virginia,71,3,Massachusetts,56,
21-Mar-03,2003,64,East,2,Wake Forest,76,15,East Tennessee St.,73,
21-Mar-03,2003,64,East,3,Syracuse,76,14,Manhattan,65,
21-Mar-03,2003,64,East,4,Louisville,86,13,Austin Peay,64,
21-Mar-03,2003,64,East,6,Oklahoma St.,77,11,Penn,63,
17-Mar-94,1994,64,East,10,George Washington,51,7,UAB,46,
17-Mar-94,1994,64,Midwest,10,Maryland,74,7,Saint Louis,66,
21-Mar-03,2003,64,Midwest,1,Kentucky,95,16,IUPUI,64,
21-Mar-03,2003,64,Midwest,2,Pittsburgh,87,15,Wagner,61,
21-Mar-03,2003,64,Midwest,7,Indiana,67,10,Alabama,62,
20-Mar-94,1994,32,Southeast,6,Marquette,75,3,Kentucky,63,
21-Mar-03,2003,64,South,1,Texas,82,16,UNC Asheville,61,
21-Mar-03,2003,64,South,2,Florida,85,15,Sam Houston St.,55,
21-Mar-03,2003,64,South,3,Xavier,71,14,Troy,59,
21-Mar-03,2003,64,South,6,Maryland,75,11,UNC Wilmington,73,
21-Mar-03,2003,64,South,7,Michigan St.,79,10,Colorado,64,
17-Mar-95,1995,64,East,10,Stanford,70,7,Charlotte,68,
22-Mar-03,2003,32,East,1,Oklahoma,74,8,California,65,
22-Mar-03,2003,32,Midwest,3,Marquette,101,6,Missouri,92,1 OT
22-Mar-03,2003,32,Midwest,5,Wisconsin,61,13,Tulsa,60,
19-Mar-95,1995,32,Midwest,6,Memphis,75,3,Purdue,73,
22-Mar-03,2003,32,West,1,Arizona,96,9,Gonzaga,95,2 OT
22-Mar-03,2003,32,West,2,Kansas,108,10,Arizona St.,76,
22-Mar-03,2003,32,West,3,Duke,86,11,Central Michigan,60,
24-Mar-95,1995,16,East,4,Oklahoma St.,71,1,Wake Forest,66,
23-Mar-03,2003,32,East,3,Syracuse,68,6,Oklahoma St.,56,
24-Mar-95,1995,16,Midwest,4,Virginia,67,1,Kansas,58,
15-Mar-96,1996,64,Midwest,10,Texas,80,7,Michigan,76,
23-Mar-03,2003,32,Midwest,1,Kentucky,74,9,Utah,54,
23-Mar-03,2003,32,Midwest,2,Pittsburgh,74,7,Indiana,52,
23-Mar-03,2003,32,South,1,Texas,77,9,Purdue,67,
15-Mar-96,1996,64,West,10,Santa Clara,91,7,Maryland,79,
17-Mar-96,1996,32,Midwest,6,Louisville,68,3,Villanova,64,
27-Mar-03,2003,16,Midwest,1,Kentucky,63,5,Wisconsin,57,
24-Mar-96,1996,8,Southeast,5,Mississippi St.,73,2,Cincinnati,63,
27-Mar-03,2003,16,West,1,Arizona,88,5,Notre Dame,71,
27-Mar-03,2003,16,West,2,Kansas,69,3,Duke,65,
28-Mar-03,2003,16,East,1,Oklahoma,65,12,Butler,54,
28-Mar-03,2003,16,East,3,Syracuse,79,10,Auburn,78,
28-Mar-03,2003,16,South,1,Texas,82,5,Connecticut,78,
14-Mar-97,1997,64,East,10,Texas,71,7,Wisconsin,58,
14-Mar-97,1997,64,Southeast,10,Providence,81,7,Marquette,59,
15-Mar-97,1997,32,Midwest,6,Iowa St.,67,3,Cincinnati,66,
16-Mar-97,1997,32,East,6,Louisville,64,3,New Mexico,63,
30-Mar-03,2003,8,South,1,Texas,85,7,Michigan St.,76,
5-Apr-03,2003,4,Final Four,2,Kansas,94,3,Marquette,61,
16-Mar-97,1997,32,West,6,Stanford,72,3,Wake Forest,66,
21-Mar-97,1997,16,Southeast,4,Arizona,85,1,Kansas,82,
16-Mar-04,2004,Play-in,Midwest,16,Florida A&M,72,16,Lehigh,57,
18-Mar-04,2004,64,East,1,Saint Joseph's,82,16,Liberty,63,
18-Mar-04,2004,64,East,4,Wake Forest,79,13,VCU,78,
18-Mar-04,2004,64,East,8,Texas Tech,76,9,Charlotte,73,
29-Mar-97,1997,4,Final Four,4,Arizona,66,1,North Carolina,58,
18-Mar-04,2004,64,Midwest,2,Gonzaga,76,15,Valparaiso,49,
31-Mar-97,1997,Champ,Championship,4,Arizona,84,1,Kentucky,79,1 OT
18-Mar-04,2004,64,South,1,Duke,96,16,Alabama St.,61,
18-Mar-04,2004,64,South,3,Texas,66,14,Princeton,49,
18-Mar-04,2004,64,South,6,North Carolina,63,11,Air Force,52,
18-Mar-04,2004,64,South,8,Seton Hall,80,9,Arizona,76,
18-Mar-04,2004,64,West,1,Stanford,71,16,UTSA,45,
18-Mar-04,2004,64,West,2,Connecticut,70,15,Vermont,53,
18-Mar-04,2004,64,West,4,Maryland,86,13,UTEP,83,
18-Mar-04,2004,64,West,5,Syracuse,80,12,BYU,75,
18-Mar-04,2004,64,West,7,DePaul,76,10,Dayton,69,2 OT
18-Mar-04,2004,64,West,8,Alabama,65,9,Southern Illinois,64,
19-Mar-04,2004,64,East,2,Oklahoma St.,75,15,Eastern Washington,56,
19-Mar-04,2004,64,East,3,Pittsburgh,53,14,UCF,44,
19-Mar-04,2004,64,East,6,Wisconsin,76,11,Richmond,64,
19-Mar-04,2004,64,East,7,Memphis,59,10,South Carolina,43,
19-Mar-04,2004,64,Midwest,1,Kentucky,96,16,Florida A&M,76,
19-Mar-04,2004,64,Midwest,3,Georgia Tech,65,14,Northern Iowa,60,
19-Mar-04,2004,64,Midwest,4,Kansas,78,13,Illinois Chicago,53,
19-Mar-04,2004,64,Midwest,6,Boston College,58,11,Utah,51,
12-Mar-98,1998,64,West,10,West Virginia,82,7,Temple,52,
13-Mar-98,1998,64,Midwest,10,Detroit,66,7,St. John's,64,
19-Mar-04,2004,64,South,2,Mississippi St.,85,15,Monmouth,52,
19-Mar-04,2004,64,South,4,Cincinnati,80,13,East Tennessee St.,77,
19-Mar-04,2004,64,South,5,Illinois,72,12,Murray St.,53,
19-Mar-04,2004,64,South,7,Xavier,80,10,Louisville,70,
19-Mar-04,2004,64,West,3,North Carolina St.,61,14,Louisiana Lafayette,52,
19-Mar-04,2004,64,West,6,Vanderbilt,71,11,Western Michigan,58,
20-Mar-04,2004,32,East,1,Saint Joseph's,70,8,Texas Tech,65,
20-Mar-04,2004,32,East,4,Wake Forest,84,12,Manhattan,80,
13-Mar-98,1998,64,South,10,Saint Louis,51,7,Massachusetts,46,
20-Mar-04,2004,32,South,1,Duke,90,8,Seton Hall,62,
20-Mar-04,2004,32,South,3,Texas,78,6,North Carolina,75,
20-Mar-04,2004,32,West,2,Connecticut,72,7,DePaul,55,
15-Mar-98,1998,32,South,6,UCLA,85,3,Michigan,82,
11-Mar-99,1999,64,South,10,Creighton,62,7,Louisville,58,
21-Mar-04,2004,32,East,2,Oklahoma St.,70,7,Memphis,53,
21-Mar-04,2004,32,East,3,Pittsburgh,59,6,Wisconsin,55,
21-Mar-04,2004,32,Midwest,3,Georgia Tech,57,6,Boston College,54,
21-Mar-04,2004,32,Midwest,4,Kansas,78,12,Pacific,63,
11-Mar-99,1999,64,West,10,Gonzaga,75,7,Minnesota,63,
12-Mar-99,1999,64,East,10,Purdue,58,7,Texas,54,
12-Mar-99,1999,64,Midwest,10,Miami OH,59,7,Washington,58,
14-Mar-99,1999,32,East,6,Temple,64,3,Cincinnati,54,
25-Mar-04,2004,16,East,1,Saint Joseph's,84,4,Wake Forest,80,
25-Mar-04,2004,16,East,2,Oklahoma St.,63,3,Pittsburgh,51,
25-Mar-04,2004,16,West,2,Connecticut,73,6,Vanderbilt,53,
18-Mar-99,1999,16,South,4,Ohio St.,72,1,Auburn,64,
26-Mar-04,2004,16,Midwest,3,Georgia Tech,72,10,Nevada,67,
26-Mar-04,2004,16,Midwest,4,Kansas,100,9,UAB,74,
26-Mar-04,2004,16,South,1,Duke,72,5,Illinois,62,
16-Mar-00,2000,64,West,10,Gonzaga,77,7,Louisville,66,
17-Mar-00,2000,64,East,10,Seton Hall,72,7,Oregon,71,1 OT
27-Mar-04,2004,8,West,2,Connecticut,87,8,Alabama,71,
28-Mar-04,2004,8,Midwest,3,Georgia Tech,79,4,Kansas,71,1 OT
28-Mar-04,2004,8,South,1,Duke,66,7,Xavier,63,
18-Mar-00,2000,32,Midwest,6,UCLA,105,3,Maryland,70,
18-Mar-00,2000,32,West,6,Purdue,66,3,Oklahoma,62,
5-Apr-04,2004,Champ,Championship,2,Connecticut,82,3,Georgia Tech,73,
15-Mar-05,2005,Play-in,East,16,Oakland,79,16,Alabama A&M,69,
17-Mar-05,2005,64,Midwest,1,Illinois,67,16,Fairleigh Dickinson,55,
17-Mar-05,2005,64,Midwest,3,Arizona,66,14,Utah St.,53,
17-Mar-05,2005,64,Midwest,4,Boston College,85,13,Penn,65,
19-Mar-00,2000,32,South,6,Miami FL,75,3,Ohio St.,62,
15-Mar-01,2001,64,West,10,Georgetown,63,7,Arkansas,61,
16-Mar-01,2001,64,Midwest,10,Butler,79,7,Wake Forest,63,
17-Mar-05,2005,64,South,2,Kentucky,72,15,Eastern Kentucky,64,
17-Mar-05,2005,64,South,3,Oklahoma,84,14,Niagara,67,
17-Mar-05,2005,64,South,6,Utah,60,11,UTEP,54,
17-Mar-05,2005,64,South,7,Cincinnati,76,10,Iowa,64,
17-Mar-05,2005,64,West,1,Washington,88,16,Montana,77,
17-Mar-05,2005,64,West,2,Wake Forest,70,15,Chattanooga,54,
17-Mar-05,2005,64,West,3,Gonzaga,74,14,Winthrop,64,
17-Mar-05,2005,64,West,6,Texas Tech,78,11,UCLA,66,
17-Mar-05,2005,64,West,7,West Virginia,63,10,Creighton,61,
17-Mar-05,2005,64,West,8,Pacific,79,9,Pittsburgh,71,
18-Mar-05,2005,64,East,1,North Carolina,96,16,Oakland,68,
18-Mar-05,2005,64,East,2,Connecticut,77,15,UCF,71,
18-Mar-05,2005,64,East,4,Florida,67,13,Ohio,62,
18-Mar-05,2005,64,East,5,Villanova,55,12,New Mexico,47,
18-Mar-05,2005,64,East,6,Wisconsin,57,11,Northern Iowa,52,
17-Mar-01,2001,32,East,6,USC,74,3,Boston College,71,
14-Mar-02,2002,64,South,10,Kent St.,69,7,Oklahoma St.,61,
17-Mar-02,2002,32,Midwest,6,Texas,68,3,Mississippi St.,64,
18-Mar-05,2005,64,Midwest,2,Oklahoma St.,63,15,Southeastern Louisiana,50,
18-Mar-05,2005,64,Midwest,7,Southern Illinois,65,10,Saint Mary's,56,
18-Mar-05,2005,64,South,1,Duke,57,16,Delaware St.,46,
18-Mar-05,2005,64,South,5,Michigan St.,89,12,Old Dominion,81,
30-Mar-02,2002,4,Final Four,5,Indiana,73,2,Oklahoma,64,
20-Mar-03,2003,64,West,10,Arizona St.,84,7,Memphis,71,
18-Mar-05,2005,64,West,4,Louisville,68,13,Louisiana Lafayette,62,
18-Mar-05,2005,64,West,5,Georgia Tech,80,12,George Washington,68,
19-Mar-05,2005,32,Midwest,1,Illinois,71,9,Nevada,59,
19-Mar-05,2005,32,Midwest,3,Arizona,85,11,UAB,63,
21-Mar-03,2003,64,East,10,Auburn,65,7,Saint Joseph's,63,1 OT
19-Mar-05,2005,32,South,2,Kentucky,69,7,Cincinnati,60,
23-Mar-03,2003,32,South,6,Maryland,77,3,Xavier,64,
19-Mar-05,2005,32,West,1,Washington,97,8,Pacific,79,
18-Mar-04,2004,64,Midwest,10,Nevada,72,7,Michigan St.,66,
21-Mar-04,2004,32,West,6,Vanderbilt,75,3,North Carolina St.,73,
20-Mar-05,2005,32,East,1,North Carolina,92,9,Iowa St.,65,
25-Mar-04,2004,16,West,8,Alabama,80,5,Syracuse,71,
20-Mar-05,2005,32,East,6,Wisconsin,71,14,Bucknell,62,
18-Mar-05,2005,64,East,10,North Carolina St.,75,7,Charlotte,63,
20-Mar-05,2005,32,Midwest,2,Oklahoma St.,85,7,Southern Illinois,77,
20-Mar-05,2005,32,South,1,Duke,63,9,Mississippi St.,55,
20-Mar-05,2005,32,South,5,Michigan St.,72,13,Vermont,61,
20-Mar-05,2005,32,West,4,Louisville,76,5,Georgia Tech,54,
24-Mar-05,2005,16,Midwest,1,Illinois,77,12,Milwaukee,63,
19-Mar-05,2005,32,South,6,Utah,67,3,Oklahoma,58,
19-Mar-05,2005,32,West,6,Texas Tech,71,3,Gonzaga,69,
24-Mar-05,2005,16,West,4,Louisville,93,1,Washington,79,
25-Mar-05,2005,16,East,1,North Carolina,67,5,Villanova,66,
25-Mar-05,2005,16,East,6,Wisconsin,65,10,North Carolina St.,56,
25-Mar-05,2005,16,South,2,Kentucky,62,6,Utah,52,
27-Mar-05,2005,8,South,5,Michigan St.,94,2,Kentucky,88,2 OT
26-Mar-05,2005,8,Midwest,1,Illinois,90,3,Arizona,89,1 OT
26-Mar-05,2005,8,West,4,Louisville,93,7,West Virginia,85,1 OT
27-Mar-05,2005,8,East,1,North Carolina,88,6,Wisconsin,82,
16-Mar-06,2006,64,West,10,Alabama,90,7,Marquette,85,
2-Apr-05,2005,4,Final Four,1,North Carolina,87,5,Michigan St.,71,
2-Apr-05,2005,4,Final Four,1,Illinois,72,4,Louisville,57,
4-Apr-05,2005,Champ,Championship,1,North Carolina,75,1,Illinois,70,
14-Mar-06,2006,Play-in,Midwest,16,Monmouth,71,16,Hampton,49,
16-Mar-06,2006,64,East,2,Tennessee,63,15,Winthrop,61,
16-Mar-06,2006,64,East,4,Illinois,78,13,Air Force,69,
16-Mar-06,2006,64,East,5,Washington,75,12,Utah St.,61,
16-Mar-06,2006,64,East,7,Wichita St.,86,10,Seton Hall,66,
16-Mar-06,2006,64,Midwest,3,Florida,76,14,South Alabama,50,
16-Mar-06,2006,64,Midwest,4,Boston College,88,13,Pacific,76,2 OT
17-Mar-06,2006,64,South,10,North Carolina St.,58,7,California,52,
23-Mar-06,2006,16,South,4,LSU,62,1,Duke,54,
16-Mar-06,2006,64,South,1,Duke,70,16,Southern,54,
16-Mar-06,2006,64,South,4,LSU,80,13,Iona,64,
16-Mar-06,2006,64,South,8,George Washington,88,9,UNC Wilmington,85,1 OT
17-Mar-07,2007,32,East,6,Vanderbilt,78,3,Washington St.,74,2 OT
16-Mar-06,2006,64,West,2,UCLA,78,15,Belmont,44,
16-Mar-06,2006,64,West,3,Gonzaga,79,14,Xavier,75,
16-Mar-06,2006,64,West,6,Indiana,87,11,San Diego St.,83,
21-Mar-08,2008,64,Midwest,10,Davidson,82,7,Gonzaga,76,
17-Mar-06,2006,64,East,1,Connecticut,72,16,Albany,59,
17-Mar-06,2006,64,East,3,North Carolina,69,14,Murray St.,65,
17-Mar-06,2006,64,East,8,Kentucky,69,9,UAB,64,
19-Mar-09,2009,64,South,10,Michigan,62,7,Clemson,59,
17-Mar-06,2006,64,Midwest,1,Villanova,58,16,Monmouth,45,
17-Mar-06,2006,64,Midwest,2,Ohio St.,70,15,Davidson,62,
17-Mar-06,2006,64,Midwest,7,Georgetown,54,10,Northern Iowa,49,
17-Mar-06,2006,64,Midwest,8,Arizona,94,9,Wisconsin,75,
17-Mar-06,2006,64,South,2,Texas,60,15,Penn,52,
17-Mar-06,2006,64,South,6,West Virginia,64,11,Southern Illinois,46,
19-Mar-09,2009,64,West,10,Maryland,84,7,California,71,
20-Mar-09,2009,64,Midwest,10,USC,72,7,Boston College,55,
17-Mar-06,2006,64,West,1,Memphis,94,16,Oral Roberts,78,
17-Mar-06,2006,64,West,5,Pittsburgh,79,12,Kent St.,64,
18-Mar-10,2010,64,South,10,Saint Mary's,80,7,Richmond,71,
19-Mar-10,2010,64,East,10,Missouri,86,7,Clemson,78,
19-Mar-10,2010,64,Midwest,10,Georgia Tech,64,7,Oklahoma St.,59,
21-Mar-10,2010,32,West,6,Xavier,71,3,Pittsburgh,68,
18-Mar-06,2006,32,Midwest,3,Florida,82,11,Milwaukee,60,
18-Mar-06,2006,32,Midwest,4,Boston College,69,12,Montana,56,
18-Mar-06,2006,32,South,1,Duke,74,8,George Washington,61,
18-Mar-06,2006,32,South,4,LSU,58,12,Texas A&M,57,
18-Mar-06,2006,32,West,2,UCLA,62,10,Alabama,59,
18-Mar-06,2006,32,West,3,Gonzaga,90,6,Indiana,80,
19-Mar-06,2006,32,East,1,Connecticut,87,8,Kentucky,83,
27-Mar-10,2010,8,West,5,Butler,63,2,Kansas St.,56,
19-Mar-06,2006,32,Midwest,1,Villanova,82,8,Arizona,78,
18-Mar-11,2011,64,Southwest,10,Florida St.,57,7,Texas A&M,50,
19-Mar-06,2006,32,South,2,Texas,75,10,North Carolina St.,54,
19-Mar-06,2006,32,South,6,West Virginia,67,14,Northwestern St.,54,
19-Mar-06,2006,32,West,1,Memphis,72,9,Bucknell,56,
25-Mar-11,2011,16,East,4,Kentucky,62,1,Ohio St.,60,
23-Mar-06,2006,16,South,2,Texas,74,6,West Virginia,71,
16-Mar-12,2012,64,Midwest,10,Purdue,72,7,Saint Mary's,69,
23-Mar-06,2006,16,West,1,Memphis,80,13,Bradley,64,
23-Mar-06,2006,16,West,2,UCLA,73,3,Gonzaga,71,
24-Mar-06,2006,16,East,1,Connecticut,98,5,Washington,92,1 OT
16-Mar-12,2012,64,South,10,Xavier,67,7,Notre Dame,63,
24-Mar-06,2006,16,Midwest,1,Villanova,60,4,Boston College,59,1 OT
24-Mar-06,2006,16,Midwest,3,Florida,57,7,Georgetown,53,
18-Mar-12,2012,32,East,6,Cincinnati,62,3,Florida St.,56,
22-Mar-12,2012,16,West,4,Louisville,57,1,Michigan St.,44,
22-Mar-13,2013,64,West,10,Iowa St.,76,7,Notre Dame,58,
28-Mar-13,2013,16,East,4,Syracuse,61,1,Indiana,50,
1-Apr-06,2006,4,Final Four,2,UCLA,59,4,LSU,45,
1-Apr-06,2006,4,Final Four,3,Florida,73,11,George Mason,58,
29-Mar-13,2013,16,South,4,Michigan,87,1,Kansas,85,1 OT
13-Mar-07,2007,Play-in,West,16,Niagara,77,16,Florida A&M,69,
15-Mar-07,2007,64,East,1,North Carolina,86,16,Eastern Kentucky,65,
15-Mar-07,2007,64,East,2,Georgetown,80,15,Belmont,55,
15-Mar-07,2007,64,East,3,Washington St.,70,14,Oral Roberts,54,
15-Mar-07,2007,64,East,6,Vanderbilt,77,11,George Washington,44,
15-Mar-07,2007,64,East,7,Boston College,84,10,Texas Tech,75,
21-Mar-14,2014,64,South,10,Stanford,58,7,New Mexico,53,
15-Mar-07,2007,64,Midwest,4,Maryland,82,13,Davidson,70,
15-Mar-07,2007,64,Midwest,5,Butler,57,12,Old Dominion,46,
15-Mar-07,2007,64,South,1,Ohio St.,78,16,Central Connecticut,57,
15-Mar-07,2007,64,South,3,Texas A&M,68,14,Penn,52,
15-Mar-07,2007,64,South,6,Louisville,78,11,Stanford,58,
23-Mar-14,2014,32,West,6,Baylor,85,3,Creighton,55,
15-Mar-07,2007,64,West,2,UCLA,70,15,Weber St.,42,
15-Mar-07,2007,64,West,3,Pittsburgh,79,14,Wright St.,58,
15-Mar-07,2007,64,West,7,Indiana,70,10,Gonzaga,57,
28-Mar-14,2014,16,East,4,Michigan St.,61,1,Virginia,59,
16-Mar-07,2007,64,East,4,Texas,79,13,New Mexico St.,67,
16-Mar-07,2007,64,East,5,USC,77,12,Arkansas,60,
16-Mar-07,2007,64,Midwest,1,Florida,112,16,Jackson St.,69,
16-Mar-07,2007,64,Midwest,2,Wisconsin,76,15,Texas A&M Corpus Christi,63,
16-Mar-07,2007,64,Midwest,3,Oregon,58,14,Miami OH,56,
16-Mar-07,2007,64,Midwest,7,UNLV,67,10,Georgia Tech,63,
30-Mar-14,2014,8,East,7,Connecticut,60,4,Michigan St.,54,
19-Mar-15,2015,64,West,10,Ohio St.,75,7,VCU,72,1 OT
16-Mar-07,2007,64,South,2,Memphis,73,15,North Texas,58,
16-Mar-07,2007,64,South,4,Virginia,84,13,Albany,57,
16-Mar-07,2007,64,South,5,Tennessee,121,12,Long Beach St.,86,
16-Mar-07,2007,64,South,7,Nevada,77,10,Creighton,71,1 OT
16-Mar-07,2007,64,West,1,Kansas,107,16,Niagara,67,
16-Mar-07,2007,64,West,4,Southern Illinois,61,13,Holy Cross,51,
16-Mar-07,2007,64,West,5,Virginia Tech,54,12,Illinois,52,
16-Mar-07,2007,64,West,8,Kentucky,67,9,Villanova,58,
17-Mar-07,2007,32,East,1,North Carolina,81,9,Michigan St.,67,
17-Mar-07,2007,32,East,2,Georgetown,62,7,Boston College,55,
29-Mar-15,2015,8,East,7,Michigan St.,76,4,Louisville,70,1 OT
18-Mar-16,2016,64,Midwest,10,Syracuse,70,7,Dayton,51,
17-Mar-07,2007,32,South,1,Ohio St.,78,9,Xavier,71,1 OT
17-Mar-07,2007,32,South,3,Texas A&M,72,6,Louisville,69,
17-Mar-07,2007,32,West,2,UCLA,54,7,Indiana,49,
17-Mar-07,2007,32,West,3,Pittsburgh,84,11,VCU,79,1 OT
18-Mar-16,2016,64,West,10,VCU,75,7,Oregon St.,67,
18-Mar-07,2007,32,Midwest,1,Florida,74,9,Purdue,67,
18-Mar-07,2007,32,Midwest,3,Oregon,75,11,Winthrop,61,
17-Mar-17,2017,64,South,10,Wichita St.,64,7,Dayton,58,
18-Mar-07,2007,32,South,2,Memphis,78,7,Nevada,62,
26-Mar-17,2017,8,East,7,South Carolina,77,4,Florida,70,
18-Mar-07,2007,32,West,1,Kansas,88,8,Kentucky,76,
18-Mar-07,2007,32,West,4,Southern Illinois,63,5,Virginia Tech,48,
22-Mar-07,2007,16,South,1,Ohio St.,85,5,Tennessee,84,
22-Mar-07,2007,16,South,2,Memphis,65,3,Texas A&M,64,
22-Mar-07,2007,16,West,1,Kansas,61,4,Southern Illinois,58,
22-Mar-07,2007,16,West,2,UCLA,64,3,Pittsburgh,55,
23-Mar-07,2007,16,East,1,North Carolina,74,5,USC,64,
23-Mar-07,2007,16,East,2,Georgetown,66,6,Vanderbilt,65,
23-Mar-07,2007,16,Midwest,1,Florida,65,5,Butler,57,
23-Mar-07,2007,16,Midwest,3,Oregon,76,7,UNLV,72,
24-Mar-07,2007,8,South,1,Ohio St.,92,2,Memphis,76,
27-Mar-88,1988,8,Midwest,6,Kansas,71,4,Kansas St.,58,
1-Apr-89,1989,4,Final Four,3,Michigan,83,1,Illinois,81,
25-Mar-07,2007,8,Midwest,1,Florida,85,3,Oregon,77,
31-Mar-07,2007,4,Final Four,1,Florida,76,2,UCLA,66,
31-Mar-07,2007,4,Final Four,1,Ohio St.,67,2,Georgetown,60,
2-Apr-07,2007,Champ,Championship,1,Florida,84,1,Ohio St.,75,
18-Mar-08,2008,Play-in,East,16,Mount St. Mary's,69,16,Coppin St.,60,
20-Mar-08,2008,64,East,4,Washington St.,71,13,Winthrop,40,
20-Mar-08,2008,64,East,5,Notre Dame,68,12,George Mason,50,
20-Mar-08,2008,64,Midwest,1,Kansas,85,16,Portland St.,61,
20-Mar-08,2008,64,Midwest,3,Wisconsin,71,14,Cal St. Fullerton,56,
20-Mar-08,2008,64,Midwest,8,UNLV,71,9,Kent St.,58,
24-Mar-90,1990,8,East,3,Duke,79,1,Connecticut,78,1 OT
20-Mar-08,2008,64,South,3,Stanford,77,14,Cornell,53,
20-Mar-08,2008,64,South,4,Pittsburgh,82,13,Oral Roberts,63,
20-Mar-08,2008,64,South,5,Michigan St.,72,12,Temple,61,
20-Mar-08,2008,64,South,6,Marquette,74,11,Kentucky,66,
20-Mar-08,2008,64,West,1,UCLA,70,16,Mississippi Valley,29,
20-Mar-08,2008,64,West,2,Duke,71,15,Belmont,70,
20-Mar-08,2008,64,West,3,Xavier,73,14,Georgia,61,
20-Mar-08,2008,64,West,6,Purdue,90,11,Baylor,79,
20-Mar-08,2008,64,West,7,West Virginia,75,10,Arizona,65,
23-Mar-91,1991,8,Southeast,3,Kansas,93,1,Arkansas,81,
21-Mar-08,2008,64,East,1,North Carolina,113,16,Mount St. Mary's,74,
21-Mar-08,2008,64,East,2,Tennessee,72,15,American,57,
21-Mar-08,2008,64,East,3,Louisville,79,14,Boise St.,61,
21-Mar-08,2008,64,East,6,Oklahoma,72,11,Saint Joseph's,64,
21-Mar-08,2008,64,East,7,Butler,81,10,South Alabama,61,
30-Mar-91,1991,4,Final Four,3,Kansas,79,1,North Carolina,73,
21-Mar-08,2008,64,Midwest,2,Georgetown,66,15,UMBC,47,
4-Apr-92,1992,4,Final Four,6,Michigan,76,4,Cincinnati,72,
26-Mar-95,1995,8,East,4,Oklahoma St.,68,2,Massachusetts,54,
24-Mar-96,1996,8,West,4,Syracuse,60,2,Kansas,57,
21-Mar-08,2008,64,South,1,Memphis,87,16,Texas Arlington,63,
21-Mar-08,2008,64,South,2,Texas,74,15,Austin Peay,54,
21-Mar-08,2008,64,South,7,Miami FL,78,10,Saint Mary's,64,
21-Mar-08,2008,64,South,8,Mississippi St.,76,9,Oregon,69,
21-Mar-98,1998,8,West,3,Utah,76,1,Arizona,51,
28-Mar-98,1998,4,Final Four,3,Utah,65,1,North Carolina,59,
22-Mar-08,2008,32,East,4,Washington St.,61,5,Notre Dame,41,
22-Mar-08,2008,32,Midwest,1,Kansas,75,8,UNLV,56,
22-Mar-08,2008,32,Midwest,3,Wisconsin,72,11,Kansas St.,55,
22-Mar-08,2008,32,South,3,Stanford,82,6,Marquette,81,1 OT
25-Mar-00,2000,8,West,8,Wisconsin,64,6,Purdue,60,
22-Mar-08,2008,32,West,1,UCLA,53,9,Texas A&M,49,
