Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT,SeD,ScD,Upset
968,17-Mar-00,2000,64,East,2,Temple,Amer,73,15,Lafayette,Pat,47,,-13,26,2 over 15
969,17-Mar-00,2000,64,East,1,Duke,ACC,82,16,Lamar,Slnd,55,,-15,27,1 over 16
970,17-Mar-00,2000,64,South,4,Tennessee,SEC,63,13,Louisiana Lafayette,SB,58,,-9,5,4 over 13
971,17-Mar-00,2000,64,South,8,North Carolina,ACC,84,9,Missouri,SEC,70,,-1,14,8 over 9
972,17-Mar-00,2000,64,East,10,Seton Hall,BE,72,7,Oregon,P12,71,1 OT,3,1,10 over 7
973,17-Mar-00,2000,64,East,4,Illinois,B10,68,13,Penn,Ivy,58,,-9,10,4 over 13
974,17-Mar-00,2000,64,South,1,Stanford,P12,84,16,South Carolina St.,MEAC,65,,-15,19,1 over 16
975,17-Mar-00,2000,64,South,2,Cincinnati,Amer,64,15,UNC Wilmington,CAA,47,,-13,17,2 over 15
976,17-Mar-00,2000,64,South,7,Tulsa,Amer,89,10,UNLV,MWC,62,,-3,27,7 over 10
977,17-Mar-00,2000,64,South,5,Connecticut,Amer,75,12,Utah St.,MWC,67,,-7,8,5 over 12
978,18-Mar-00,2000,32,West,8,Wisconsin,B10,66,1,Arizona,P12,59,,7,7,8 over 1
979,18-Mar-00,2000,32,Midwest,2,Iowa St.,B12,79,7,Auburn,SEC,60,,-5,19,2 over 7
980,18-Mar-00,2000,32,Midwest,4,Syracuse,ACC,52,5,Kentucky,SEC,50,,-1,2,4 over 5
981,18-Mar-00,2000,32,Midwest,6,UCLA,P12,105,3,Maryland,B10,70,,3,35,6 over 3
982,18-Mar-00,2000,32,West,6,Purdue,B10,66,3,Oklahoma,B12,62,,3,4,6 over 3
983,18-Mar-00,2000,32,West,10,Gonzaga,WCC,82,2,St. John's,BE,76,,8,6,10 over 2
984,18-Mar-00,2000,32,West,4,LSU,SEC,72,5,Texas,B12,67,,-1,5,4 over 5
985,18-Mar-00,2000,32,Midwest,1,Michigan St.,B10,73,8,Utah,P12,61,,-7,12,1 over 8
986,19-Mar-00,2000,32,South,7,Tulsa,Amer,69,2,Cincinnati,Amer,61,,5,8,7 over 2
987,19-Mar-00,2000,32,South,4,Tennessee,SEC,65,5,Connecticut,Amer,51,,-1,14,4 over 5
988,19-Mar-00,2000,32,East,5,Florida,SEC,93,4,Illinois,B10,76,,1,17,5 over 4
989,19-Mar-00,2000,32,East,1,Duke,ACC,69,8,Kansas,B12,64,,-7,5,1 over 8
990,19-Mar-00,2000,32,South,6,Miami FL,ACC,75,3,Ohio St.,B10,62,,3,13,6 over 3
991,19-Mar-00,2000,32,East,3,Oklahoma St.,B12,75,11,Pepperdine,WCC,67,,-8,8,3 over 11
992,19-Mar-00,2000,32,South,8,North Carolina,ACC,60,1,Stanford,P12,53,,7,7,8 over 1
993,19-Mar-00,2000,32,East,10,Seton Hall,BE,67,2,Temple,Amer,65,1 OT,8,2,10 over 2
994,23-Mar-00,2000,16,West,6,Purdue,B10,75,10,Gonzaga,WCC,66,,-4,9,6 over 10
995,23-Mar-00,2000,16,West,8,Wisconsin,B10,61,4,LSU,SEC,48,,4,13,8 over 4
996,23-Mar-00,2000,16,Midwest,1,Michigan St.,B10,75,4,Syracuse,ACC,58,,-3,17,1 over 4
997,23-Mar-00,2000,16,Midwest,2,Iowa St.,B12,80,6,UCLA,P12,56,,-4,24,2 over 6
998,24-Mar-00,2000,16,East,5,Florida,SEC,87,1,Duke,ACC,78,,4,9,5 over 1
999,24-Mar-00,2000,16,South,7,Tulsa,Amer,80,6,Miami FL,ACC,71,,1,9,7 over 6
1000,24-Mar-00,2000,16,East,3,Oklahoma St.,B12,68,10,Seton Hall,BE,66,,-7,2,3 over 10
1001,24-Mar-00,2000,16,South,8,North Carolina,ACC,74,4,Tennessee,SEC,69,,4,5,8 over 4
1002,25-Mar-00,2000,8,Midwest,1,Michigan St.,B10,75,2,Iowa St.,B12,64,,-1,11,1 over 2
1003,25-Mar-00,2000,8,West,8,Wisconsin,B10,64,6,Purdue,B10,60,,2,4,8 over 6
1004,26-Mar-00,2000,8,East,5,Florida,SEC,77,3,Oklahoma St.,B12,65,,2,12,5 over 3
1005,26-Mar-00,2000,8,South,8,North Carolina,ACC,59,7,Tulsa,Amer,55,,1,4,8 over 7
1006,1-Apr-00,2000,4,Final Four,5,Florida,SEC,71,8,North Carolina,ACC,59,,-3,12,5 over 8
1007,1-Apr-00,2000,4,Final Four,1,Michigan St.,B10,53,8,Wisconsin,B10,41,,-7,12,1 over 8
1008,3-Apr-00,2000,Champ,Championship,1,Michigan St.,B10,89,5,Florida,SEC,76,,-4,13,1 over 5
1009,13-Mar-01,2001,Play-in,Midwest,16,Northwestern St.,Slnd,71,16,Winthrop,BSth,67,,0,4,16 over 16
1010,15-Mar-01,2001,64,West,10,Georgetown,BE,63,7,Arkansas,SEC,61,,3,2,10 over 7
1011,15-Mar-01,2001,64,West,5,Cincinnati,Amer,84,12,BYU,WCC,59,,-7,25,5 over 12
1012,15-Mar-01,2001,64,East,7,Iowa,B10,69,10,Creighton,BE,56,,-3,13,7 over 10
1013,15-Mar-01,2001,64,West,3,Maryland,B10,83,14,George Mason,A10,80,,-11,3,3 over 14
1014,15-Mar-01,2001,64,East,9,Missouri,SEC,70,8,Georgia,SEC,68,,1,2,9 over 8
1015,15-Mar-01,2001,64,West,9,Saint Joseph's,A10,66,8,Georgia Tech,ACC,62,,1,4,9 over 8
1016,15-Mar-01,2001,64,East,4,UCLA,P12,61,13,Hofstra,CAA,48,,-9,13,4 over 13
1017,15-Mar-01,2001,64,East,2,Kentucky,SEC,72,15,Holy Cross,Pat,68,,-13,4,2 over 15
1018,15-Mar-01,2001,64,West,13,Kent St.,MAC,77,4,Indiana,B10,73,,9,4,13 over 4
1019,15-Mar-01,2001,64,West,15,Hampton,MEAC,58,2,Iowa St.,B12,57,,13,1,15 over 2
1020,15-Mar-01,2001,64,East,1,Duke,ACC,95,16,Monmouth,MAAC,52,,-15,43,1 over 16
1021,15-Mar-01,2001,64,West,1,Stanford,P12,89,16,North Carolina Greensboro,NA,60,,-15,29,1 over 16
1022,15-Mar-01,2001,64,East,12,Utah St.,MWC,77,5,Ohio St.,B10,68,1 OT,7,9,12 over 5
1023,15-Mar-01,2001,64,East,6,USC,P12,69,11,Oklahoma St.,B12,54,,-5,15,6 over 11
1024,15-Mar-01,2001,64,East,3,Boston College,ACC,68,14,Southern Utah,BSky,65,,-11,3,3 over 14
1025,15-Mar-01,2001,64,West,11,Georgia St.,SB,50,6,Wisconsin,B10,49,1 OT,5,1,11 over 6
1026,16-Mar-01,2001,64,South,1,Michigan St.,B10,69,16,Alabama St.,SWAC,35,,-15,34,1 over 16
1027,16-Mar-01,2001,64,Midwest,4,Kansas,B12,99,13,Cal St. Northridge,BW,75,,-9,24,4 over 13
1028,16-Mar-01,2001,64,South,9,Fresno St.,MWC,82,8,California,P12,70,,1,12,9 over 8
1029,16-Mar-01,2001,64,Midwest,2,Arizona,P12,101,15,Eastern Illinois,OVC,76,,-13,25,2 over 15
1030,16-Mar-01,2001,64,Midwest,5,Syracuse,ACC,79,12,Hawaii,BW,69,,-7,10,5 over 12
1031,16-Mar-01,2001,64,Midwest,3,Mississippi,SEC,72,14,Iona,MAAC,70,,-11,2,3 over 14
1032,16-Mar-01,2001,64,Midwest,1,Illinois,B10,96,16,Northwestern St.,Slnd,54,,-15,42,1 over 16
1033,16-Mar-01,2001,64,South,13,Indiana St.,MVC,70,4,Oklahoma,B12,68,1 OT,9,2,13 over 4
1034,16-Mar-01,2001,64,South,2,North Carolina,ACC,70,15,Princeton,Ivy,48,,-13,22,2 over 15
1035,16-Mar-01,2001,64,South,7,Penn St.,B10,69,10,Providence,BE,59,,-3,10,7 over 10
1036,16-Mar-01,2001,64,Midwest,9,Charlotte,CUSA,70,8,Tennessee,SEC,63,,1,7,9 over 8
1037,16-Mar-01,2001,64,South,11,Temple,Amer,79,6,Texas,B12,65,,5,14,11 over 6
1038,16-Mar-01,2001,64,South,12,Gonzaga,WCC,86,5,Virginia,ACC,85,,7,1,12 over 5
1039,16-Mar-01,2001,64,Midwest,10,Butler,BE,79,7,Wake Forest,ACC,63,,3,16,10 over 7
1040,16-Mar-01,2001,64,South,3,Florida,SEC,69,14,Western Kentucky,CUSA,56,,-11,13,3 over 14
1041,16-Mar-01,2001,64,Midwest,6,Notre Dame,ACC,83,11,Xavier,BE,71,,-5,12,6 over 11
1042,17-Mar-01,2001,32,East,6,USC,P12,74,3,Boston College,ACC,71,,3,3,6 over 3
1043,17-Mar-01,2001,32,West,3,Maryland,B10,79,11,Georgia St.,SB,60,,-8,19,3 over 11
1044,17-Mar-01,2001,32,West,10,Georgetown,BE,76,15,Hampton,MEAC,57,,-5,19,10 over 15
1045,17-Mar-01,2001,32,East,2,Kentucky,SEC,92,7,Iowa,B10,79,,-5,13,2 over 7
1046,17-Mar-01,2001,32,West,5,Cincinnati,Amer,66,13,Kent St.,MAC,43,,-8,23,5 over 13
1047,17-Mar-01,2001,32,East,1,Duke,ACC,94,9,Missouri,SEC,81,,-8,13,1 over 9
1048,17-Mar-01,2001,32,West,1,Stanford,P12,90,9,Saint Joseph's,A10,83,,-8,7,1 over 9
1049,17-Mar-01,2001,32,East,4,UCLA,P12,75,12,Utah St.,MWC,70,,-8,5,4 over 12
1050,18-Mar-01,2001,32,Midwest,2,Arizona,P12,73,10,Butler,BE,52,,-8,21,2 over 10
1051,18-Mar-01,2001,32,Midwest,1,Illinois,B10,79,9,Charlotte,CUSA,61,,-8,18,1 over 9
1052,18-Mar-01,2001,32,South,11,Temple,Amer,75,3,Florida,SEC,54,,8,21,11 over 3
1053,18-Mar-01,2001,32,South,1,Michigan St.,B10,81,9,Fresno St.,MWC,65,,-8,16,1 over 9
1054,18-Mar-01,2001,32,South,12,Gonzaga,WCC,85,13,Indiana St.,MVC,68,,-1,17,12 over 13
1055,18-Mar-01,2001,32,South,7,Penn St.,B10,82,2,North Carolina,ACC,74,,5,8,7 over 2
1056,18-Mar-01,2001,32,Midwest,3,Mississippi,SEC,59,6,Notre Dame,ACC,56,,-3,3,3 over 6
1057,18-Mar-01,2001,32,Midwest,4,Kansas,B12,87,5,Syracuse,ACC,58,,-1,29,4 over 5
1058,22-Mar-01,2001,16,West,1,Stanford,P12,78,5,Cincinnati,Amer,65,,-4,13,1 over 5
1059,22-Mar-01,2001,16,West,3,Maryland,B10,76,10,Georgetown,BE,66,,-7,10,3 over 10
1060,22-Mar-01,2001,16,East,6,USC,P12,80,2,Kentucky,SEC,76,,4,4,6 over 2
1061,22-Mar-01,2001,16,East,1,Duke,ACC,76,4,UCLA,P12,63,,-3,13,1 over 4
1062,23-Mar-01,2001,16,South,1,Michigan St.,B10,77,12,Gonzaga,WCC,62,,-11,15,1 over 12
1063,23-Mar-01,2001,16,Midwest,1,Illinois,B10,80,4,Kansas,B12,64,,-3,16,1 over 4
1064,23-Mar-01,2001,16,Midwest,2,Arizona,P12,66,3,Mississippi,SEC,56,,-1,10,2 over 3
1065,23-Mar-01,2001,16,South,11,Temple,Amer,84,7,Penn St.,B10,72,,4,12,11 over 7
1066,24-Mar-01,2001,8,West,3,Maryland,B10,87,1,Stanford,P12,73,,2,14,3 over 1
1067,24-Mar-01,2001,8,East,1,Duke,ACC,79,6,USC,P12,69,,-5,10,1 over 6
1068,25-Mar-01,2001,8,Midwest,2,Arizona,P12,87,1,Illinois,B10,81,,1,6,2 over 1
1069,25-Mar-01,2001,8,South,1,Michigan St.,B10,69,11,Temple,Amer,62,,-10,7,1 over 11
1070,31-Mar-01,2001,4,Final Four,1,Duke,ACC,95,3,Maryland,B10,84,,-2,11,1 over 3
1071,31-Mar-01,2001,4,Final Four,2,Arizona,P12,80,1,Michigan St.,B10,61,,1,19,2 over 1
1072,2-Apr-01,2001,Champ,Championship,1,Duke,ACC,82,2,Arizona,P12,72,,-1,10,1 over 2
1073,12-Mar-02,2002,Play-in,East,16,Siena,MAAC,81,16,Alcorn St.,SWAC,77,,0,4,16 over 16
1074,14-Mar-02,2002,64,South,8,Notre Dame,ACC,82,9,Charlotte,CUSA,63,,-1,19,8 over 9
1075,14-Mar-02,2002,64,West,4,Ohio St.,B10,69,13,Davidson,A10,64,,-9,5,4 over 13
1076,14-Mar-02,2002,64,South,2,Alabama,SEC,86,15,Florida Atlantic,CUSA,78,,-13,8,2 over 15
1077,14-Mar-02,2002,64,West,11,Wyoming,MWC,73,6,Gonzaga,WCC,66,,5,7,11 over 6
1078,14-Mar-02,2002,64,Midwest,1,Kansas,B12,70,16,Holy Cross,Pat,59,,-15,11,1 over 16
1079,14-Mar-02,2002,64,East,12,Tulsa,Amer,71,5,Marquette,BE,69,,7,2,12 over 5
1080,14-Mar-02,2002,64,West,12,Missouri,SEC,93,5,Miami FL,ACC,80,,7,13,12 over 5
1081,14-Mar-02,2002,64,Midwest,2,Oregon,P12,81,15,Montana,BSky,62,,-13,19,2 over 15
1082,14-Mar-02,2002,64,South,10,Kent St.,MAC,69,7,Oklahoma St.,B12,61,,3,8,10 over 7
1083,14-Mar-02,2002,64,Midwest,7,Wake Forest,ACC,83,10,Pepperdine,WCC,74,,-3,9,7 over 10
1084,14-Mar-02,2002,64,West,3,Arizona,P12,86,14,UC Santa Barbara,BW,81,,-11,5,3 over 14
1085,14-Mar-02,2002,64,South,13,UNC Wilmington,CAA,93,4,USC,P12,89,1 OT,9,4,13 over 4
1086,14-Mar-02,2002,64,South,5,Indiana,B10,75,12,Utah,P12,56,,-7,19,5 over 12
1087,14-Mar-02,2002,64,East,4,Kentucky,SEC,83,13,Valparaiso,Horz,68,,-9,15,4 over 13
1088,14-Mar-02,2002,64,Midwest,8,Stanford,P12,84,9,Western Kentucky,CUSA,68,,-1,16,8 over 9
1089,14-Mar-02,2002,64,South,1,Duke,ACC,84,16,Winthrop,BSth,37,,-15,47,1 over 16
1090,15-Mar-02,2002,64,Midwest,6,Texas,B12,70,11,Boston College,ACC,57,,-5,13,6 over 11
1091,15-Mar-02,2002,64,West,1,Cincinnati,Amer,90,16,Boston University,Pat,52,,-15,38,1 over 16
1092,15-Mar-02,2002,64,South,3,Pittsburgh,ACC,71,14,Central Connecticut,NEC,54,,-11,17,3 over 14
1093,15-Mar-02,2002,64,Midwest,12,Creighton,BE,83,5,Florida,SEC,82,2 OT,7,1,12 over 5
1094,15-Mar-02,2002,64,East,2,Connecticut,Amer,78,15,Hampton,MEAC,67,,-13,11,2 over 15
1095,15-Mar-02,2002,64,West,7,Xavier,BE,70,10,Hawaii,BW,58,,-3,12,7 over 10
1096,15-Mar-02,2002,64,West,2,Oklahoma,B12,71,15,Illinois Chicago,Horz,63,,-13,8,2 over 15
1097,15-Mar-02,2002,64,Midwest,3,Mississippi St.,SEC,70,14,McNeese St.,Slnd,58,,-11,12,3 over 14
1098,15-Mar-02,2002,64,East,7,North Carolina St.,ACC,69,10,Michigan St.,B10,58,,-3,11,7 over 10
1099,15-Mar-02,2002,64,West,8,UCLA,P12,80,9,Mississippi,SEC,58,,-1,22,8 over 9
1100,15-Mar-02,2002,64,East,3,Georgia,SEC,85,14,Murray St.,OVC,68,,-11,17,3 over 14
1101,15-Mar-02,2002,64,South,6,California,P12,82,11,Penn,Ivy,75,,-5,7,6 over 11
1102,15-Mar-02,2002,64,Midwest,4,Illinois,B10,93,13,San Diego St.,MWC,64,,-9,29,4 over 13
1103,15-Mar-02,2002,64,East,1,Maryland,B10,85,16,Siena,MAAC,70,,-15,15,1 over 16
1104,15-Mar-02,2002,64,East,8,Wisconsin,B10,80,9,St. John's,BE,70,,-1,10,8 over 9
1105,15-Mar-02,2002,64,East,11,Southern Illinois,MVC,76,6,Texas Tech,B12,68,,5,8,11 over 6
1106,16-Mar-02,2002,32,South,10,Kent St.,MAC,71,2,Alabama,SEC,58,,8,13,10 over 2
1107,16-Mar-02,2002,32,South,1,Duke,ACC,84,8,Notre Dame,ACC,77,,-7,7,1 over 8
1108,16-Mar-02,2002,32,West,12,Missouri,SEC,83,4,Ohio St.,B10,67,,8,16,12 over 4
1109,16-Mar-02,2002,32,Midwest,1,Kansas,B12,86,8,Stanford,P12,63,,-7,23,1 over 8
1110,16-Mar-02,2002,32,East,4,Kentucky,SEC,87,12,Tulsa,Amer,82,,-8,5,4 over 12
1111,16-Mar-02,2002,32,South,5,Indiana,B10,76,13,UNC Wilmington,CAA,67,,-8,9,5 over 13
1112,16-Mar-02,2002,32,Midwest,2,Oregon,P12,92,7,Wake Forest,ACC,87,,-5,5,2 over 7
1113,16-Mar-02,2002,32,West,3,Arizona,P12,68,11,Wyoming,MWC,60,,-8,8,3 over 11
1114,17-Mar-02,2002,32,South,3,Pittsburgh,ACC,63,6,California,P12,50,,-3,13,3 over 6
1115,17-Mar-02,2002,32,West,8,UCLA,P12,105,1,Cincinnati,Amer,101,2 OT,7,4,8 over 1
1116,17-Mar-02,2002,32,Midwest,4,Illinois,B10,72,12,Creighton,BE,60,,-8,12,4 over 12
1117,17-Mar-02,2002,32,East,11,Southern Illinois,MVC,77,3,Georgia,SEC,75,,8,2,11 over 3
1118,17-Mar-02,2002,32,Midwest,6,Texas,B12,68,3,Mississippi St.,SEC,64,,3,4,6 over 3
1119,17-Mar-02,2002,32,East,2,Connecticut,Amer,77,7,North Carolina St.,ACC,74,,-5,3,2 over 7
1120,17-Mar-02,2002,32,East,1,Maryland,B10,87,8,Wisconsin,B10,57,,-7,30,1 over 8
1121,17-Mar-02,2002,32,West,2,Oklahoma,B12,78,7,Xavier,BE,65,,-5,13,2 over 7
1122,21-Mar-02,2002,16,West,2,Oklahoma,B12,88,3,Arizona,P12,67,,-1,21,2 over 3
1123,21-Mar-02,2002,16,South,5,Indiana,B10,74,1,Duke,ACC,73,,4,1,5 over 1
1124,21-Mar-02,2002,16,South,10,Kent St.,MAC,78,3,Pittsburgh,ACC,73,,7,5,10 over 3
1125,21-Mar-02,2002,16,West,12,Missouri,SEC,82,8,UCLA,P12,73,,4,9,12 over 8
1126,22-Mar-02,2002,16,Midwest,1,Kansas,B12,73,4,Illinois,B10,69,,-3,4,1 over 4
1127,22-Mar-02,2002,16,East,1,Maryland,B10,78,4,Kentucky,SEC,68,,-3,10,1 over 4
1128,22-Mar-02,2002,16,East,2,Connecticut,Amer,71,11,Southern Illinois,MVC,59,,-9,12,2 over 11
1129,22-Mar-02,2002,16,Midwest,2,Oregon,P12,72,6,Texas,B12,70,,-4,2,2 over 6
1130,23-Mar-02,2002,8,South,5,Indiana,B10,81,10,Kent St.,MAC,69,,-5,12,5 over 10
1131,23-Mar-02,2002,8,West,2,Oklahoma,B12,81,12,Missouri,SEC,75,,-10,6,2 over 12
1132,24-Mar-02,2002,8,East,1,Maryland,B10,90,2,Connecticut,Amer,82,,-1,8,1 over 2
1133,24-Mar-02,2002,8,Midwest,1,Kansas,B12,104,2,Oregon,P12,86,,-1,18,1 over 2
1134,30-Mar-02,2002,4,Final Four,1,Maryland,B10,97,1,Kansas,B12,88,,0,9,1 over 1
1135,30-Mar-02,2002,4,Final Four,5,Indiana,B10,73,2,Oklahoma,B12,64,,3,9,5 over 2
1136,1-Apr-02,2002,Champ,Championship,1,Maryland,B10,64,5,Indiana,B10,52,,-4,12,1 over 5
1137,18-Mar-03,2003,Play-in,South,16,UNC Asheville,BSth,92,16,Texas Southern,SWAC,84,1 OT,0,8,16 over 16
1138,20-Mar-03,2003,64,South,5,Connecticut,Amer,58,12,BYU,WCC,53,,-7,5,5 over 12
1139,20-Mar-03,2003,64,West,9,Gonzaga,WCC,74,8,Cincinnati,Amer,69,,1,5,9 over 8
1140,20-Mar-03,2003,64,West,3,Duke,ACC,67,14,Colorado St.,MWC,57,,-11,10,3 over 14
1141,20-Mar-03,2003,64,West,11,Central Michigan,MAC,79,6,Creighton,BE,73,,5,6,11 over 6
1142,20-Mar-03,2003,64,Midwest,13,Tulsa,Amer,84,4,Dayton,A10,71,,9,13,13 over 4
1143,20-Mar-03,2003,64,Midwest,3,Marquette,BE,72,14,Holy Cross,Pat,68,,-11,4,3 over 14
1144,20-Mar-03,2003,64,West,10,Arizona St.,P12,84,7,Memphis,Amer,71,,3,13,10 over 7
1145,20-Mar-03,2003,64,West,5,Notre Dame,ACC,70,12,Milwaukee,Horz,69,,-7,1,5 over 12
1146,20-Mar-03,2003,64,East,8,California,P12,76,9,North Carolina St.,ACC,74,1 OT,-1,2,8 over 9
1147,20-Mar-03,2003,64,South,4,Stanford,P12,77,13,San Diego,WCC,69,,-9,8,4 over 13
1148,20-Mar-03,2003,64,East,1,Oklahoma,B12,71,16,South Carolina St.,MEAC,54,,-15,17,1 over 16
1149,20-Mar-03,2003,64,Midwest,6,Missouri,SEC,72,11,Southern Illinois,MVC,71,,-5,1,6 over 11
1150,20-Mar-03,2003,64,West,2,Kansas,B12,64,15,Utah St.,MWC,61,,-13,3,2 over 15
1151,20-Mar-03,2003,64,West,1,Arizona,P12,80,16,Vermont,AE,51,,-15,29,1 over 16
1152,20-Mar-03,2003,64,Midwest,5,Wisconsin,B10,81,12,Weber St.,BSky,74,,-7,7,5 over 12
1153,20-Mar-03,2003,64,West,4,Illinois,B10,65,13,Western Kentucky,CUSA,60,,-9,5,4 over 13
1154,21-Mar-03,2003,64,Midwest,7,Indiana,B10,67,10,Alabama,SEC,62,,-3,5,7 over 10
1155,21-Mar-03,2003,64,East,4,Louisville,ACC,86,13,Austin Peay,OVC,64,,-9,22,4 over 13
1156,21-Mar-03,2003,64,South,7,Michigan St.,B10,79,10,Colorado,P12,64,,-3,15,7 over 10
1157,21-Mar-03,2003,64,East,2,Wake Forest,ACC,76,15,East Tennessee St.,SC,73,,-13,3,2 over 15
1158,21-Mar-03,2003,64,Midwest,1,Kentucky,SEC,95,16,IUPUI,Sum,64,,-15,31,1 over 16
1159,21-Mar-03,2003,64,South,9,Purdue,B10,80,8,LSU,SEC,56,,1,24,9 over 8
1160,21-Mar-03,2003,64,East,3,Syracuse,ACC,76,14,Manhattan,MAAC,65,,-11,11,3 over 14
1161,21-Mar-03,2003,64,East,12,Butler,BE,47,5,Mississippi St.,SEC,46,,7,1,12 over 5
1162,21-Mar-03,2003,64,Midwest,9,Utah,P12,60,8,Oregon,P12,58,,1,2,9 over 8
1163,21-Mar-03,2003,64,East,6,Oklahoma St.,B12,77,11,Penn,Ivy,63,,-5,14,6 over 11
1164,21-Mar-03,2003,64,East,10,Auburn,SEC,65,7,Saint Joseph's,A10,63,1 OT,3,2,10 over 7
1165,21-Mar-03,2003,64,South,2,Florida,SEC,85,15,Sam Houston St.,Slnd,55,,-13,30,2 over 15
1166,21-Mar-03,2003,64,South,3,Xavier,BE,71,14,Troy,SB,59,,-11,12,3 over 14
1167,21-Mar-03,2003,64,South,1,Texas,B12,82,16,UNC Asheville,BSth,61,,-15,21,1 over 16
1168,21-Mar-03,2003,64,South,6,Maryland,B10,75,11,UNC Wilmington,CAA,73,,-5,2,6 over 11
1169,21-Mar-03,2003,64,Midwest,2,Pittsburgh,ACC,87,15,Wagner,NEC,61,,-13,26,2 over 15
1170,22-Mar-03,2003,32,West,2,Kansas,B12,108,10,Arizona St.,P12,76,,-8,32,2 over 10
1171,22-Mar-03,2003,32,East,1,Oklahoma,B12,74,8,California,P12,65,,-7,9,1 over 8
1172,22-Mar-03,2003,32,West,3,Duke,ACC,86,11,Central Michigan,MAC,60,,-8,26,3 over 11
1173,22-Mar-03,2003,32,West,1,Arizona,P12,96,9,Gonzaga,WCC,95,2 OT,-8,1,1 over 9
1174,22-Mar-03,2003,32,West,5,Notre Dame,ACC,68,4,Illinois,B10,60,,1,8,5 over 4
1175,22-Mar-03,2003,32,Midwest,3,Marquette,BE,101,6,Missouri,SEC,92,1 OT,-3,9,3 over 6
1176,22-Mar-03,2003,32,South,5,Connecticut,Amer,85,4,Stanford,P12,74,,1,11,5 over 4
1177,22-Mar-03,2003,32,Midwest,5,Wisconsin,B10,61,13,Tulsa,Amer,60,,-8,1,5 over 13
1178,23-Mar-03,2003,32,South,7,Michigan St.,B10,68,2,Florida,SEC,46,,5,22,7 over 2
1179,23-Mar-03,2003,32,Midwest,2,Pittsburgh,ACC,74,7,Indiana,B10,52,,-5,22,2 over 7
1180,23-Mar-03,2003,32,East,12,Butler,BE,79,4,Louisville,ACC,71,,8,8,12 over 4
1181,23-Mar-03,2003,32,East,3,Syracuse,ACC,68,6,Oklahoma St.,B12,56,,-3,12,3 over 6
1182,23-Mar-03,2003,32,South,1,Texas,B12,77,9,Purdue,B10,67,,-8,10,1 over 9
1183,23-Mar-03,2003,32,Midwest,1,Kentucky,SEC,74,9,Utah,P12,54,,-8,20,1 over 9
1184,23-Mar-03,2003,32,East,10,Auburn,SEC,68,2,Wake Forest,ACC,62,,8,6,10 over 2
1185,23-Mar-03,2003,32,South,6,Maryland,B10,77,3,Xavier,BE,64,,3,13,6 over 3
1186,27-Mar-03,2003,16,West,2,Kansas,B12,69,3,Duke,ACC,65,,-1,4,2 over 3
1187,27-Mar-03,2003,16,West,1,Arizona,P12,88,5,Notre Dame,ACC,71,,-4,17,1 over 5
1188,27-Mar-03,2003,16,Midwest,3,Marquette,BE,77,2,Pittsburgh,ACC,74,,1,3,3 over 2
1189,27-Mar-03,2003,16,Midwest,1,Kentucky,SEC,63,5,Wisconsin,B10,57,,-4,6,1 over 5
1190,28-Mar-03,2003,16,East,3,Syracuse,ACC,79,10,Auburn,SEC,78,,-7,1,3 over 10
1191,28-Mar-03,2003,16,East,1,Oklahoma,B12,65,12,Butler,BE,54,,-11,11,1 over 12
1192,28-Mar-03,2003,16,South,1,Texas,B12,82,5,Connecticut,Amer,78,,-4,4,1 over 5
1193,28-Mar-03,2003,16,South,7,Michigan St.,B10,60,6,Maryland,B10,58,,1,2,7 over 6
1194,29-Mar-03,2003,8,West,2,Kansas,B12,78,1,Arizona,P12,75,,1,3,2 over 1
1195,29-Mar-03,2003,8,Midwest,3,Marquette,BE,83,1,Kentucky,SEC,69,,2,14,3 over 1
1196,30-Mar-03,2003,8,South,1,Texas,B12,85,7,Michigan St.,B10,76,,-6,9,1 over 7
1197,30-Mar-03,2003,8,East,3,Syracuse,ACC,63,1,Oklahoma,B12,47,,2,16,3 over 1
1198,5-Apr-03,2003,4,Final Four,2,Kansas,B12,94,3,Marquette,BE,61,,-1,33,2 over 3
1199,5-Apr-03,2003,4,Final Four,3,Syracuse,ACC,95,1,Texas,B12,84,,2,11,3 over 1
1200,7-Apr-03,2003,Champ,Championship,3,Syracuse,ACC,81,2,Kansas,B12,78,,1,3,3 over 2
1201,16-Mar-04,2004,Play-in,Midwest,16,Florida A&M,MEAC,72,16,Lehigh,Pat,57,,0,15,16 over 16
1202,18-Mar-04,2004,64,South,6,North Carolina,ACC,63,11,Air Force,MWC,52,,-5,11,6 over 11
1203,18-Mar-04,2004,64,South,1,Duke,ACC,96,16,Alabama St.,SWAC,61,,-15,35,1 over 16
1204,18-Mar-04,2004,64,South,8,Seton Hall,BE,80,9,Arizona,P12,76,,-1,4,8 over 9
1205,18-Mar-04,2004,64,West,5,Syracuse,ACC,80,12,BYU,WCC,75,,-7,5,5 over 12
1206,18-Mar-04,2004,64,East,8,Texas Tech,B12,76,9,Charlotte,CUSA,73,,-1,3,8 over 9
1207,18-Mar-04,2004,64,West,7,DePaul,BE,76,10,Dayton,A10,69,2 OT,-3,7,7 over 10
1208,18-Mar-04,2004,64,East,12,Manhattan,MAAC,75,5,Florida,SEC,60,,7,15,12 over 5
1209,18-Mar-04,2004,64,East,1,Saint Joseph's,A10,82,16,Liberty,BSth,63,,-15,19,1 over 16
