"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"6221",6526,2015,"2015-05-08","Hot Pursuit","Metro-Goldwyn-Mayer (MGM)","USA","PG-13","Action",35,34.507079,36.05,35.54229137,-0.507708630000003,87,40431,5.1,"Anne Fletcher","Reese Witherspoon","David Feeney"
"6222",6527,2015,"2015-10-30","Our Brand Is Crisis","Participant Media","USA","R","Comedy",28,6.998324,28.84,7.20827372,-21.63172628,107,16204,6.1,"David Gordon Green","Sandra Bullock","Peter Straughan"
"6223",6528,2015,"2015-05-08","Maggie","Lionsgate","USA","PG-13","Drama",8.5,0.187112,8.755,0.19272536,-8.56227464,95,35167,5.6,"Henry Hobson","Arnold Schwarzenegger","John Scott 3"
"6224",6529,2015,"2015-08-28","War Room","FaithStep Films","USA","PG","Drama",3,67.790117,3.09,69.82382051,66.73382051,120,10268,6.4,"Alex Kendrick","Priscilla C. Shirer","Alex Kendrick"
"6225",6530,2015,"2015-10-30","Conspiración y poder","Sony Pictures Classics","Australia","R","Biography",9.6,2.541554,9.888,2.61780062,-7.27019938,125,14615,6.8,"James Vanderbilt","Cate Blanchett","James Vanderbilt"
"6226",6532,2015,"2015-09-04","Mistress America","Fox Searchlight Pictures","USA","R","Comedy",0,2.461121,0,2.53495463,2.53495463,84,19140,6.7,"Noah Baumbach","Greta Gerwig","Noah Baumbach"
"6227",6533,2015,"2015-08-28","Z for Zachariah","Silver Reel","Iceland","PG-13","Drama",0,0.118483,0,0.12203749,0.12203749,98,21852,6,"Craig Zobel","Chiwetel Ejiofor","Nissar Modi"
"6228",6535,2015,"2015-08-07","Ricki and the Flash","Clinica Estetico","USA","PG-13","Comedy",18,26.822144,18.54,27.62680832,9.08680832,101,18428,6,"Jonathan Demme","Meryl Streep","Diablo Cody"
"6229",6536,2015,"2015-10-23","Jem and the Holograms","Allspark Pictures","USA","PG","Adventure",5,2.18464,5.15,2.2501792,-2.8998208,118,5640,4.1,"Jon M. Chu","Aubrey Peeples","Ryan Landels"
"6230",6537,2015,"2015-12-11","Suffragette","Ruby Films","UK","PG-13","Biography",14,4.693356,14.42,4.83415668,-9.58584332,106,28377,6.9,"Sarah Gavron","Carey Mulligan","Abi Morgan"
"6231",6538,2015,"2015-06-26","Max","Metro-Goldwyn-Mayer (MGM)","USA","PG","Adventure",20,42.652003,20.6,43.93156309,23.33156309,111,22181,6.8,"Boaz Yakin","Thomas Haden Church","Boaz Yakin"
"6232",6539,2015,"2015-12-17","Remember","Serendipity Point Films","Canada","R","Drama",0,0.637555,0,0.65668165,0.65668165,94,14266,7.4,"Atom Egoyan","Christopher Plummer","Benjamin August"
"6233",6541,2015,"2015-02-27","The Lazarus Effect","Blumhouse Productions","USA","PG-13","Horror",3.3,25.799043,3.399,26.57301429,23.17401429,83,32659,5.2,"David Gelb","Olivia Wilde","Luke Dawson"
"6234",6542,2015,"2016-04-27","Maggie's Plan","Franklin Street","USA","R","Comedy",0,3.35123,0,3.4517669,3.4517669,98,10929,6.2,"Rebecca Miller","Greta Gerwig","Rebecca Miller"
"6235",6545,2015,"2015-02-20","McFarland, USA","Mayhem Pictures","USA","PG","Biography",17,44.469602,17.51,45.80369006,28.29369006,129,27814,7.4,"Niki Caro","Kevin Costner","Christopher Cleveland"
"6236",6547,2015,"2015-09-04","Dragon Blade","Sparkle Roll Media","China","R","Action",65,0.074068,66.95,0.07629004,-66.87370996,127,14229,6.1,"Daniel Lee","Jackie Chan","Daniel Lee"
"6237",6548,2015,"2016-03-18","Krisha","Hoody Boy Productions","USA","R","Drama",0,0.140779,0,0.14500237,0.14500237,83,4086,7.1,"Trey Edward Shults","Krisha Fairchild","Trey Edward Shults"
"6238",6549,2015,"2015-07-24","Mr. Holmes","Miramax","UK","PG","Drama",10,17.737646,10.3,18.26977538,7.96977538,104,51307,6.9,"Bill Condon","Ian McKellen","Mitch Cullin"
"6239",6551,2015,"2016-04-15","Desierto","Esperanto Kino","Mexico","R","Drama",3,1.828933,3.09,1.88380099,-1.20619901,88,6253,6,"Jonás Cuarón","Gael García Bernal","Jonás Cuarón"
"6240",6552,2015,"2015-11-13","Love the Coopers","CBS Films","USA","PG-13","Comedy",17,26.284475,17.51,27.07300925,9.56300925,107,13475,5.7,"Jessie Nelson","Steve Martin","Steven Rogers"
"6241",6553,2015,"2015-07-31","Jenny's Wedding","MM Productions","USA","PG-13","Comedy",0,0.002254,0,0.00232162,0.00232162,94,7852,5.5,"Mary Agnes Donoghue","Katherine Heigl","Mary Agnes Donoghue"
"6242",6554,2015,"2015-11-06","The Peanuts Movie","Twentieth Century Fox Animation","USA","G","Animation",99,130.178411,101.97,134.08376333,32.11376333,88,34889,7.1,"Steve Martino","Noah Schnapp","Craig Schulz"
"6243",6555,2015,"2015-12-24","Ip Man 3","Dreams Salon Entertainment Culture","China","PG-13","Action",36,2.679437,37.08,2.75982011,-34.32017989,105,31713,7.1,"Wilson Yip","Donnie Yen","Tai-lee Chan"
"6244",6556,2015,"2016-01-22","Synchronicity","POP Films","USA","R","Drama",0,0.004267,0,0.00439501,0.00439501,101,7562,5.5,"Jacob Gentry","Chad McKnight","Jacob Gentry"
"6245",6557,2015,"2015-04-10","Danny Collins","Big Indie Pictures","USA","R","Comedy",10,5.348317,10.3,5.50876651,-4.79123349,106,24666,7,"Dan Fogelman","Al Pacino","Dan Fogelman"
"6246",6558,2015,"2015-09-11","The Perfect Guy","Rocklin \ Faust","USA","PG-13","Drama",12,57.017904,12.36,58.72844112,46.36844112,100,7922,5.6,"David M. Rosenthal","Sanaa Lathan","Alan B. McElroy"
"6247",6559,2015,"2016-02-05","Mustang: belleza salvaje","CG Cinéma","France","PG-13","Drama",0,0.845464,0,0.87082792,0.87082792,97,25260,7.7,"Deniz Gamze Ergüven","Günes Sensoy","Deniz Gamze Ergüven"
"6248",6560,2015,"2015-01-23","Strange Magic","Filmbox","USA","PG","Animation",0,12.427046,0,12.79985738,12.79985738,99,8009,5.8,"Gary Rydstrom","Evan Rachel Wood","David Berenbaum"
"6249",6561,2015,"2016-05-06","The Family Fang","Aggregate Films","USA","R","Comedy",0,0.240067,0,0.24726901,0.24726901,105,5585,6.1,"Jason Bateman","Jason Bateman","Kevin Wilson"
