"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"3327",3482,2001,"2003-05-09","Storytelling","New Line Cinema","USA","R","Comedy",0,0.912442,0,1.26829438,1.26829438,87,15833,6.9,"Todd Solondz","Selma Blair","Todd Solondz"
"3328",3483,2001,"2001-03-02","See Spot Run","Warner Bros.","USA","PG","Action",35,33.357476,48.65,46.36689164,-2.28310836000001,94,7788,5.4,"John Whitesell","David Arquette","George Gallo"
"3329",3484,2001,"2001-03-23","The Brothers","Screen Gems","USA","R","Comedy",6,27.457409,8.34,38.16579851,29.82579851,106,3480,6.4,"Gary Hardwick","Morris Chestnut","Gary Hardwick"
"3330",3486,2001,"2001-11-14","The Wash","Lions Gate Films","USA","R","Comedy",7,10.097096,9.73,14.03496344,4.30496344,100,5897,4.7,"DJ Pooh","Dr. Dre","DJ Pooh"
"3331",3487,2001,"2001-08-31","The Deep End","i5 Films","USA","R","Crime",3,8.821782,4.17,12.26227698,8.09227698,101,10111,6.7,"Scott McGehee","Tilda Swinton","Elisabeth Sanxay Holding"
"3332",3488,2001,"2002-01-11","Charlotte Gray","Ecosse Films","UK","PG-13","Drama",20,0.66814,27.8,0.9287146,-26.8712854,121,9455,6.4,"Gillian Armstrong","Cate Blanchett","Sebastian Faulks"
"3333",3489,2001,"2003-01-31","Son of the Bride","Instituto Nacional de Cine y Artes Audiovisuales (INCAA)","Argentina","R","Comedy",0,0.624153,0,0.86757267,0.86757267,123,12533,7.9,"Juan José Campanella","Ricardo Darín","Juan José Campanella"
"3334",3490,2001,"2001-04-27","The Forsaken","Screen Gems","USA","R","Horror",15,7.288451,20.85,10.13094689,-10.71905311,90,7560,5.3,"J.S. Cardone","Kerr Smith","J.S. Cardone"
"3335",3492,2001,"2001-11-23","Me Without You","Fireworks Pictures","UK","R","Drama",0,0.304909,0,0.42382351,0.42382351,94,3970,7,"Sandra Goldbacher","Anna Friel","Sandra Goldbacher"
"3336",3493,2001,"2001-10-12","Corky Romano","Touchstone Pictures","USA","PG-13","Comedy",11,23.978402,15.29,33.32997878,18.03997878,86,11303,4.6,"Rob Pritts","Chris Kattan","David Garrett"
"3337",3494,2001,"2003-05-23","Manic","Manic LLC","USA","R","Drama",0,0.069716,0,0.09690524,0.09690524,100,8676,7.4,"Jordan Melamed","Joseph Gordon-Levitt","Michael Bacall"
"3338",3495,2001,"2001-12-07","The Affair of the Necklace","Alcon Entertainment","USA","R","Drama",30,0.430313,41.7,0.59813507,-41.10186493,100,4644,6.1,"Charles Shyer","Hilary Swank","John Sweet"
"3339",3496,2001,"2001-02-16","Recess: School's Out","Disney Television Animation","USA","G","Animation",23,36.696761,31.97,51.00849779,19.03849779,82,7522,6.6,"Chuck Sheetz","Andrew Lawrence","Paul Germain"
"3340",3497,2001,"2002-01-04","Bride of the Wind","Alma UK Limited","UK","R","Biography",12,0.419414,16.68,0.58298546,-16.09701454,100,536,5.7,"Bruce Beresford","Sarah Wynter","Marilyn Levy"
"3341",3498,2001,"2001-12-21","Joe Somebody","Fox 2000 Pictures","USA","PG","Comedy",38,22.770864,52.82,31.65150096,-21.16849904,98,8891,5.5,"John Pasquin","Tim Allen","John Scott Shepherd"
"3342",3499,2001,"2002-07-26","Read My Lips","Canal+","France","R","Crime",0,1.359133,0,1.88919487,1.88919487,115,11746,7.4,"Jacques Audiard","Vincent Cassel","Jacques Audiard"
"3343",3500,2001,"2002-05-03","The Cat's Meow","Lions Gate Films","UK","PG-13","Drama",7,3.209481,9.73,4.46117859,-5.26882141,114,7093,6.4,"Peter Bogdanovich","Kirsten Dunst","Steven Peros"
"3344",3501,2001,"2001-09-07","Soul Survivors","Lost Soul Productions","USA","PG-13","Drama",17,3.10065,23.63,4.3099035,-19.3200965,84,7504,3.9,"Stephen Carpenter","Melissa Sagemiller","Stephen Carpenter"
"3345",3502,2001,"2002-05-31","CQ","United Artists","USA","R","Drama",7,0.411034,9.73,0.57133726,-9.15866274,88,4247,6.3,"Roman Coppola","Jeremy Davies","Roman Coppola"
"3346",3503,2001,"2002-03-08","Parejas en conflicto","MBP (Germany)","Australia","R","Drama",0,4.460426,0,6.19999214,6.19999214,121,17112,7.3,"Ray Lawrence","Anthony LaPaglia","Andrew Bovell"
"3347",3504,2001,"2002-11-08","Dog Days","Allegro Film","Austria","R","Drama",0,0.013031,0,0.01811309,0.01811309,121,5262,7.1,"Ulrich Seidl","Maria Hofstätter","Veronika Franz"
"3348",3505,2001,"2001-03-30","Blow Dry","IMF Internationale Medien und Film GmbH & Co. Produktions KG","USA","R","Comedy",0,0.637769,0,0.88649891,0.88649891,94,7177,6.3,"Paddy Breathnach","Alan Rickman","Simon Beaufoy"
"3349",3506,2001,"2001-08-31","Tortilla Soup","Samuel Goldwyn Films","USA","PG-13","Comedy",0,4.447014,0,6.18134946,6.18134946,102,3663,6.6,"Maria Ripoll","Hector Elizondo","Hui-Ling Wang"
"3350",3507,2001,"2002-01-17","Invincible","Werner Herzog Filmproduktion","UK","PG-13","Drama",0,0.080636,0,0.11208404,0.11208404,133,3695,6.5,"Werner Herzog","Jouko Ahola","Werner Herzog"
"3351",3508,2001,"2001-10-26","Ashoka the Great","Arclightz and Films Pvt. Ltd.","India","R","Action",0,0.702777,0,0.97686003,0.97686003,169,11597,6.7,"Santosh Sivan","Shah Rukh Khan","Saket Chaudhary"
"3352",3509,2001,"2001-09-07","Two Can Play That Game","Screen Gems","USA","R","Comedy",13,22.235901,18.07,30.90790239,12.83790239,90,4642,6.1,"Mark Brown","Vivica A. Fox","Mark Brown"
"3353",3510,2001,"2002-09-27","Mostly Martha","Arte","Germany","PG","Comedy",0,4.160475,0,5.78306025,5.78306025,109,7121,7.3,"Sandra Nettelbeck","Martina Gedeck","Sandra Nettelbeck"
"3354",3511,2001,"2003-02-07","Wasabi","EuropaCorp","France","R","Action",0,0.081525,0,0.11331975,0.11331975,94,31525,6.6,"Gérard Krawczyk","Jean Reno","Luc Besson"
"3355",3512,2001,"2001-04-11","Kingdom Come","Bates Entertainment","USA","PG","Comedy",7,23.247539,9.73,32.31407921,22.58407921,94,1846,5.7,"Doug McHenry","LL Cool J","David Dean Bottrell"
"3356",3513,2001,"2001-03-09","The Son's Room","Sacher Film","Italy","R","Drama",0,1.014416,0,1.41003824,1.41003824,99,15598,7.4,"Nanni Moretti","Nanni Moretti","Nanni Moretti"
"3357",3514,2001,"2001-09-20","The Caveman's Valentine","Universal Pictures","USA","R","Crime",13.5,0.687194,18.765,0.95519966,-17.80980034,105,5794,6,"Kasi Lemmons","Samuel L. Jackson","George Dawes Green"
"3358",3515,2001,"2001-11-09","Intacto","Canal+ España","Spain","R","Drama",0,0.302675,0,0.42071825,0.42071825,108,11784,6.9,"Juan Carlos Fresnadillo","Max von Sydow","Juan Carlos Fresnadillo"
"3359",3516,2001,"2001-10-26","On the Line","A Happy Place","USA","PG","Comedy",10,4.356743,13.9,6.05587277,-7.84412723,85,3767,4.1,"Eric Bross","Lance Bass","Eric Aronson"
"3360",3517,2001,"2002-08-23","Little Secrets","Columbia TriStar Home Video","USA","PG","Comedy",2.5,0.405182,3.475,0.56320298,-2.91179702,96,2814,6.5,"Blair Treu","Evan Rachel Wood","Jessica Barondes"
"3361",3518,2001,"2002-07-26","Atanarjuat: The Fast Runner","Aboriginal Peoples Television Network","Canada","R","Drama",0,3.786801,0,5.26365339,5.26365339,172,5768,7.5,"Zacharias Kunuk","Natar Ungalaaq","Paul Apak Angilirq"
"3362",3519,2001,"2003-10-24","The Safety of Objects","Renaissance Films","UK","R","Drama",0,0.319125,0,0.44358375,0.44358375,121,3853,6.6,"Rose Troche","Glenn Close","A.M. Homes"
"3363",3520,2001,"2003-05-16","En algún lugar de África","Bavaria Film","Germany","R","Biography",0,6.173485,0,8.58114415,8.58114415,141,11175,7.7,"Caroline Link","Juliane Köhler","Caroline Link"
"3364",3521,2002,"2002-12-20","Gangs of New York","Miramax","USA","R","Crime",100,77.812,137,106.60244,-30.39756,167,340246,7.5,"Martin Scorsese","Leonardo DiCaprio","Jay Cocks"
"3365",3522,2002,"2002-11-15","Harry Potter and the Chamber of Secrets","1492 Pictures","UK","PG","Adventure",100,261.988482,137,358.92422034,221.92422034,161,432417,7.4,"Chris Columbus","Daniel Radcliffe","J.K. Rowling"
"3366",3523,2002,"2002-05-03","Spider-Man","Columbia Pictures Corporation","USA","PG-13","Action",139,403.706375,190.43,553.07773375,362.64773375,121,587005,7.3,"Sam Raimi","Tobey Maguire","Stan Lee"
"3367",3524,2002,"2002-12-25","Catch Me If You Can","DreamWorks","USA","PG-13","Biography",52,164.615351,71.24,225.52303087,154.28303087,141,611179,8.1,"Steven Spielberg","Leonardo DiCaprio","Jeff Nathanson"
"3368",3525,2002,"2004-02-13","City of God","O2 Filmes","Brazil","R","Crime",3.3,7.563397,4.521,10.36185389,5.84085389,130,580295,8.7,"Fernando Meirelles","Alexandre Rodrigues","Paulo Lins"
"3369",3526,2002,"2003-03-28","The Pianist","R.P. Productions","France","R","Biography",35,32.572577,47.95,44.62443049,-3.32556951000001,150,558449,8.5,"Roman Polanski","Adrien Brody","Ronald Harwood"
"3370",3527,2002,"2002-01-25","A Walk to Remember","Warner Bros.","USA","PG","Drama",11,41.227069,15.07,56.48108453,41.41108453,101,174670,7.4,"Adam Shankman","Mandy Moore","Nicholas Sparks"
"3371",3529,2002,"2003-01-24","Chicago","Miramax","USA","PG-13","Comedy",45,170.687518,61.65,233.84189966,172.19189966,113,184943,7.2,"Rob Marshall","Renée Zellweger","Bill Condon"
"3372",3530,2002,"2003-06-27","28 Days Later...","DNA Films","UK","R","Drama",8,45.064915,10.96,61.73893355,50.77893355,113,320108,7.6,"Danny Boyle","Cillian Murphy","Alex Garland"
"3373",3531,2002,"2002-12-18","The Lord of the Rings: The Two Towers","New Line Cinema","USA","PG-13","Adventure",94,342.551365,128.78,469.29537005,340.51537005,179,1206786,8.7,"Peter Jackson","Elijah Wood","J.R.R. Tolkien"
"3374",3532,2002,"2002-10-18","The Ring","DreamWorks","USA","PG-13","Horror",48,129.128133,65.76,176.90554221,111.14554221,115,275425,7.1,"Gore Verbinski","Naomi Watts","Ehren Kruger"
"3375",3533,2002,"2002-11-08","8 Mile","Imagine Entertainment","USA","R","Drama",41,116.724075,56.17,159.91198275,103.74198275,110,204990,7,"Curtis Hanson","Eminem","Scott Silver"
"3376",3534,2002,"2002-06-14","Scooby-Doo","Warner Bros.","USA","PG","Animation",84,153.288182,115.08,210.00480934,94.92480934,100,77811,5,"Raja Gosnell","Matthew Lillard","James Gunn"
"3377",3535,2002,"2002-05-10","Unfaithful","Fox 2000 Pictures","USA","R","Drama",50,52.801,68.5,72.33737,3.83737,124,67756,6.7,"Adrian Lyne","Richard Gere","Claude Chabrol"
"3378",3536,2002,"2002-06-21","Minority Report","Twentieth Century Fox Film Corporation","USA","PG-13","Action",102,132.072926,139.74,180.93990862,41.19990862,145,430579,7.7,"Steven Spielberg","Tom Cruise","Philip K. Dick"
"3379",3537,2002,"2002-10-11","Secretary","Slough Pond","USA","R","Comedy",4,4.05968,5.48,5.5617616,0.0817616000000006,107,72138,7,"Steven Shainberg","James Spader","Erin Cressida Wilson"
"3380",3538,2002,"2002-06-14","The Bourne Identity","Universal Pictures","USA","PG-13","Action",60,121.661683,82.2,166.67650571,84.47650571,119,442597,7.9,"Doug Liman","Franka Potente","Tony Gilroy"
"3381",3539,2002,"2002-01-25","The Count of Monte Cristo","Touchstone Pictures","UK","PG-13","Action",35,54.234062,47.95,74.30066494,26.35066494,131,111649,7.7,"Kevin Reynolds","Jim Caviezel","Alexandre Dumas"
"3382",3540,2002,"2002-07-12","Road to Perdition","DreamWorks","USA","R","Crime",80,104.454762,109.6,143.10302394,33.50302394,117,214021,7.7,"Sam Mendes","Tom Hanks","Max Allan Collins"
"3383",3541,2002,"2002-09-27","Sweet Home Alabama","Touchstone Pictures","USA","PG-13","Comedy",38,127.223418,52.06,174.29608266,122.23608266,108,89028,6.2,"Andy Tennant","Reese Witherspoon","Douglas J. Eboch"
"3384",3542,2002,"2002-05-16","Star Wars: Episode II - Attack of the Clones","Lucasfilm","USA","PG","Action",115,310.675583,157.55,425.62554871,268.07554871,142,510731,6.6,"George Lucas","Hayden Christensen","George Lucas"
"3385",3543,2002,"2002-03-01","We Were Soldiers","Icon Entertainment International","USA","R","Action",75,78.122718,102.75,107.02812366,4.27812366,138,111599,7.2,"Randall Wallace","Mel Gibson","Harold G. Moore"
"3386",3544,2002,"2002-03-29","Panic Room","Columbia Pictures Corporation","USA","R","Crime",48,96.397334,65.76,132.06434758,66.30434758,112,220623,6.8,"David Fincher","Jodie Foster","David Koepp"
"3387",3545,2002,"2002-05-24","Insomnia","Alcon Entertainment","USA","R","Drama",46,67.355513,63.02,92.27705281,29.25705281,118,235773,7.2,"Christopher Nolan","Al Pacino","Hillary Seitz"
"3388",3546,2002,"2003-02-14","The Hours","Paramount Pictures","USA","PG-13","Drama",25,41.675994,34.25,57.09611178,22.84611178,110,108353,7.6,"Stephen Daldry","Meryl Streep","Michael Cunningham"
"3389",3547,2002,"2002-10-04","Dragón rojo","Universal Pictures","Germany","R","Crime",78,93.149898,106.86,127.61536026,20.75536026,124,215791,7.2,"Brett Ratner","Anthony Hopkins","Thomas Harris"
"3390",3548,2002,"2002-03-15","Resident Evil","Constantin Film","UK","R","Action",33,40.119709,45.21,54.96400133,9.75400133000001,100,216222,6.7,"Paul W.S. Anderson","Milla Jovovich","Paul W.S. Anderson"
"3391",3549,2002,"2002-12-06","Equilibrium","Dimension Films","USA","R","Action",20,1.203974,27.4,1.64944438,-25.75055562,107,277569,7.5,"Kurt Wimmer","Christian Bale","Kurt Wimmer"
"3392",3550,2002,"2002-11-22","Die Another Day","Eon Productions","UK","PG-13","Action",142,160.942139,194.54,220.49073043,25.95073043,133,179342,6.1,"Lee Tamahori","Pierce Brosnan","Ian Fleming"
"3393",3551,2002,"2002-07-03","Men in Black II","Columbia Pictures Corporation","USA","PG-13","Action",140,190.418803,191.8,260.87376011,69.07376011,88,284356,6.1,"Barry Sonnenfeld","Tommy Lee Jones","Lowell Cunningham"
"3394",3552,2002,"2002-08-02","Signs","Touchstone Pictures","USA","PG-13","Drama",72,227.966634,98.64,312.31428858,213.67428858,106,292420,6.7,"M. Night Shyamalan","Mel Gibson","M. Night Shyamalan"
"3395",3553,2002,"2003-02-14","Adaptation.","Beverly Detroit","USA","R","Comedy",19,22.245861,26.03,30.47682957,4.44682957,114,153539,7.7,"Spike Jonze","Nicolas Cage","Susan Orlean"
"3396",3554,2002,"2002-03-22","Blade II","New Line Cinema","Germany","R","Action",54,82.348319,73.98,112.81719703,38.83719703,117,171317,6.7,"Guillermo del Toro","Wesley Snipes","Marv Wolfman"
"3397",3555,2002,"2002-08-02","Casarse... está en griego","Gold Circle Films","Canada","PG","Comedy",5,241.438208,6.85,330.77034496,323.92034496,95,107984,6.6,"Joel Zwick","Nia Vardalos","Nia Vardalos"
"3398",3556,2002,"2002-12-13","Star Trek: Nemesis","Paramount Pictures","USA","PG-13","Action",60,43.254409,82.2,59.25854033,-22.94145967,116,62507,6.4,"Stuart Baird","Patrick Stewart","Gene Roddenberry"
"3399",3557,2002,"2002-03-15","Ice Age","Twentieth Century Fox Film Corporation","USA","PG","Animation",59,176.387405,80.83,241.65074485,160.82074485,81,357258,7.6,"Chris Wedge","Denis Leary","Michael J. Wilson"
"3400",3558,2002,"2002-08-09","xXx","Revolution Studios","USA","PG-13","Action",70,142.109382,95.9,194.68985334,98.78985334,124,156008,5.8,"Rob Cohen","Vin Diesel","Rich Wilkes"
"3401",3559,2002,"2002-12-13","The Hot Chick","Touchstone Pictures","USA","PG-13","Comedy",0,35.081594,0,48.06178378,48.06178378,104,79439,5.5,"Tom Brady","Rob Schneider","Tom Brady"
"3402",3560,2002,"2002-06-21","Lilo & Stitch","Walt Disney Pictures","USA","PG","Animation",80,145.794338,109.6,199.73824306,90.13824306,85,131270,7.2,"Dean DeBlois","Daveigh Chase","Chris Sanders"
"3403",3561,2002,"2002-07-26","Austin Powers in Goldmember","New Line Cinema","USA","PG-13","Action",63,213.307889,86.31,292.23180793,205.92180793,94,172153,6.2,"Jay Roach","Mike Myers","Mike Myers"
"3404",3562,2002,"2003-08-01","Bend It Like Beckham","Kintop Pictures","UK","PG-13","Comedy",0,32.543449,0,44.58452513,44.58452513,112,94400,6.7,"Gurinder Chadha","Parminder Nagra","Gurinder Chadha"
"3405",3563,2002,"2003-04-04","Phone Booth","Fox 2000 Pictures","USA","R","Crime",13,46.566212,17.81,63.79571044,45.98571044,81,221926,7.1,"Joel Schumacher","Colin Farrell","Larry Cohen"
"3406",3564,2002,"2002-11-22","Frida","Handprint Entertainment","USA","R","Biography",12,25.885,16.44,35.46245,19.02245,123,66915,7.4,"Julie Taymor","Salma Hayek","Hayden Herrera"
"3407",3565,2002,"2002-01-11","Orange County","Paramount Pictures","USA","PG-13","Comedy",18,41.032915,24.66,56.21509355,31.55509355,82,42919,6.2,"Jake Kasdan","Colin Hanks","Mike White"
"3408",3566,2002,"2002-11-27","Treasure Planet","Walt Disney Feature Animation","USA","PG","Animation",140,38.176783,191.8,52.30219271,-139.49780729,95,79637,7.1,"Ron Clements","Joseph Gordon-Levitt","Robert Louis Stevenson"
"3409",3567,2002,"2002-07-19","K-19: The Widowmaker","First Light Production","UK","PG-13","Drama",100,35.168966,137,48.18148342,-88.81851658,138,52002,6.7,"Kathryn Bigelow","Harrison Ford","Louis Nowra"
"3410",3568,2002,"2002-04-05","Van Wilder: Party Liaison","Myriad Pictures","Germany","R","Comedy",6,21.005329,8.22,28.77730073,20.55730073,92,93275,6.4,"Walt Becker","Ryan Reynolds","Brent Goldberg"
"3411",3569,2002,"2002-07-12","Reign of Fire","Spyglass Entertainment","USA","PG-13","Action",60,43.061982,82.2,58.99491534,-23.20508466,101,113304,6.2,"Rob Bowman","Matthew McConaughey","Gregg Chabot"
"3412",3570,2002,"2002-04-19","The Scorpion King","Universal Pictures","USA","PG-13","Action",60,91.047077,82.2,124.73449549,42.53449549,92,110841,5.5,"Chuck Russell","Dwayne Johnson","Stephen Sommers"
"3413",3571,2002,"2002-11-01","Punch-Drunk Love","New Line Cinema","USA","R","Comedy",25,17.844216,34.25,24.44657592,-9.80342408,95,118802,7.3,"Paul Thomas Anderson","Adam Sandler","Paul Thomas Anderson"
"3414",3572,2002,"2002-10-25","Ghost Ship","Warner Bros.","USA","R","Horror",35,30.113491,47.95,41.25548267,-6.69451733000001,91,80523,5.5,"Steve Beck","Julianna Margulies","Mark Hanlon"
"3415",3573,2002,"2002-04-12","The Sweetest Thing","Columbia Pictures Corporation","USA","R","Comedy",43,24.718164,58.91,33.86388468,-25.04611532,88,48712,5.1,"Roger Kumble","Cameron Diaz","Nancy Pimental"
"3416",3574,2002,"2002-11-27","Solaris","Twentieth Century Fox Film Corporation","USA","PG-13","Drama",47,14.970038,64.39,20.50895206,-43.88104794,99,70859,6.2,"Steven Soderbergh","George Clooney","Stanislaw Lem"
"3417",3575,2002,"2002-10-11","The Transporter","EuropaCorp","France","PG-13","Action",21,25.296447,28.77,34.65613239,5.88613239,92,252974,6.8,"Louis Leterrier","Jason Statham","Luc Besson"
"3418",3576,2002,"2002-05-17","About a Boy","Universal Pictures","UK","PG-13","Comedy",30,41.385278,41.1,56.69783086,15.59783086,101,151125,7.1,"Chris Weitz","Hugh Grant","Nick Hornby"
"3419",3577,2002,"2002-04-26","Life or Something Like It","Regency Enterprises","USA","PG-13","Comedy",40,14.448589,54.8,19.79456693,-35.00543307,103,20540,5.8,"Stephen Herek","Angelina Jolie","John Scott Shepherd"
"3420",3578,2002,"2004-08-27","Hero","Beijing New Picture Film Co.","China","PG-13","Action",31,53.710019,42.47,73.58272603,31.11272603,107,157335,7.9,"Yimou Zhang","Jet Li","Feng Li"
"3421",3579,2002,"2002-12-12","Infernal Affairs","Media Asia Films","Hong Kong","R","Crime",6.428966,0.169659,8.80768342,0.23243283,-8.57525059,101,100326,8.1,"Wai-Keung Lau","Andy Lau","Alan Mak"
"3422",3580,2002,"2002-02-22","Queen of the Damned","Warner Bros.","USA","R","Drama",35,30.3368,47.95,41.561416,-6.38858400000001,101,46391,5.3,"Michael Rymer","Aaliyah","Anne Rice"
"3423",3581,2002,"2002-01-25","The Mothman Prophecies","Lakeshore Entertainment","USA","PG-13","Drama",32,35.74637,43.84,48.9725269,5.13252690000001,119,67002,6.5,"Mark Pellington","Richard Gere","Richard Hatem"
"3424",3582,2002,"2002-12-20","Two Weeks Notice","Castle Rock Entertainment","USA","PG-13","Comedy",60,93.354851,82.2,127.89614587,45.69614587,101,91854,6.1,"Marc Lawrence","Sandra Bullock","Marc Lawrence"
"3425",3583,2002,"2002-05-24","Enough","Columbia Pictures Corporation","USA","PG-13","Crime",38,40.007742,52.06,54.81060654,2.75060654,115,32959,5.7,"Michael Apted","Jennifer Lopez","Nicholas Kazan"
"3426",3584,2002,"2002-08-30","The Good Girl","Flan de Coco Films","USA","R","Drama",8,14.015786,10.96,19.20162682,8.24162682,93,39603,6.5,"Miguel Arteta","Jennifer Aniston","Mike White"
"3427",3585,2002,"2003-01-10","25th Hour","25th Hour Productions","USA","R","Drama",5,13.060843,6.85,17.89335491,11.04335491,135,156154,7.7,"Spike Lee","Edward Norton","David Benioff"
"3428",3586,2002,"2003-09-12","Cabin Fever","Tonic Films","USA","R","Comedy",1.5,21.158188,2.055,28.98671756,26.93171756,93,65465,5.6,"Eli Roth","Jordan Ladd","Eli Roth"
"3429",3587,2002,"2002-05-24","Spirit: Stallion of the Cimarron","DreamWorks Animation","USA","G","Animation",80,73.280117,109.6,100.39376029,-9.20623971000001,83,50166,7.1,"Kelly Asbury","Matt Damon","John Fusco"
"3430",3588,2002,"2002-03-08","The Time Machine","Warner Bros.","USA","PG-13","Action",80,56.684819,109.6,77.65820203,-31.94179797,96,108052,5.9,"Simon Wells","Guy Pearce","H.G. Wells"
"3431",3589,2002,"2002-07-12","Halloween: Resurrection","Dimension Films","USA","R","Comedy",15,30.354442,20.55,41.58558554,21.03558554,94,29063,4.1,"Rick Rosenthal","Jamie Lee Curtis","Debra Hill"
"3432",3590,2002,"2002-08-16","Blue Crush","Universal Pictures","USA","PG-13","Drama",30,40.390647,41.1,55.33518639,14.23518639,104,27193,5.6,"John Stockwell","Kate Bosworth","Susan Orlean"
"3433",3591,2002,"2002-06-14","Windtalkers","Metro-Goldwyn-Mayer (MGM)","USA","R","Action",115,40.914068,157.55,56.05227316,-101.49772684,134,58906,6,"John Woo","Nicolas Cage","John Rice"
"3434",3592,2002,"2002-02-08","Collateral Damage","Warner Bros.","USA","R","Action",85,40.077257,116.45,54.90584209,-61.54415791,108,64737,5.5,"Andrew Davis","Arnold Schwarzenegger","Ronald Roose"
"3435",3593,2002,"2002-06-28","Mr. Deeds","Columbia Pictures Corporation","USA","PG-13","Comedy",50,126.293452,68.5,173.02202924,104.52202924,96,118036,5.8,"Steven Brill","Adam Sandler","Clarence Budington Kelland"
"3436",3594,2002,"2002-05-31","The Sum of All Fears","Paramount Pictures","USA","PG-13","Action",68,118.907036,93.16,162.90263932,69.74263932,124,91007,6.4,"Phil Alden Robinson","Ben Affleck","Tom Clancy"
"3437",3595,2002,"2002-12-13","Maid in Manhattan","Revolution Studios","USA","PG-13","Comedy",55,94.011225,75.35,128.79537825,53.44537825,105,72953,5.1,"Wayne Wang","Jennifer Lopez","John Hughes"
"3438",3596,2002,"2002-02-15","John Q","New Line Cinema","USA","PG-13","Crime",36,71.756802,49.32,98.30681874,48.98681874,116,106341,7.1,"Nick Cassavetes","Denzel Washington","James Kearns"
"3439",3597,2002,"2002-10-11","The Rules of Attraction","Kingsgate Films","Germany","R","Comedy",4,6.532619,5.48,8.94968803,3.46968803,110,45923,6.7,"Roger Avary","James Van Der Beek","Bret Easton Ellis"
"3440",3598,2002,"2003-02-14","Talk to Her","Deseo, El","Spain","R","Drama",0,9.284265,0,12.71944305,12.71944305,112,91586,8,"Pedro Almodóvar","Rosario Flores","Pedro Almodóvar"
"3441",3599,2002,"2002-06-07","Bad Company","Touchstone Pictures","USA","PG-13","Action",70,30.160161,95.9,41.31942057,-54.58057943,116,41284,5.6,"Joel Schumacher","Anthony Hopkins","Gary M. Goodman"
"3442",3600,2002,"2002-04-05","High Crimes","Twentieth Century Fox Film Corporation","USA","PG-13","Crime",42,41.543207,57.54,56.91419359,-0.625806410000004,115,32605,6.3,"Carl Franklin","Jim Caviezel","Joseph Finder"
"3443",3601,2002,"2002-01-30","Asterix and Obelix Meet Cleopatra","Canal+","France","PG","Adventure",0,3.115188,0,4.26780756,4.26780756,107,40503,6.6,"Alain Chabat","Gérard Depardieu","René Goscinny"
"3444",3602,2002,"2002-10-11","Tuck Everlasting","Walt Disney Pictures","USA","PG","Drama",15,19.158074,20.55,26.24656138,5.69656138,90,18985,6.7,"Jay Russell","Alexis Bledel","Natalie Babbitt"
"3445",3603,2002,"2002-08-07","Spy Kids 2: Island of Lost Dreams","Dimension Films","USA","PG","Action",38,85.846429,52.06,117.60960773,65.54960773,100,49101,5.1,"Robert Rodriguez","Alexa PenaVega","Robert Rodriguez"
"3446",3604,2002,"2002-10-04","Moonlight Mile","Touchstone Pictures","USA","PG-13","Drama",21,6.835856,28.77,9.36512272,-19.40487728,112,12451,6.7,"Brad Silberling","Jake Gyllenhaal","Brad Silberling"
"3447",3605,2002,"2002-11-13","Spider","Odeon Films","Canada","R","Drama",8,1.641788,10.96,2.24924956,-8.71075044,98,31663,6.8,"David Cronenberg","Ralph Fiennes","Patrick McGrath"
"3448",3606,2002,"2003-01-24","Confessions of a Dangerous Mind","Miramax","USA","R","Biography",29,16.003576,39.73,21.92489912,-17.80510088,113,74700,7.1,"George Clooney","Sam Rockwell","Chuck Barris"
"3449",3607,2002,"2003-01-03","About Schmidt","New Line Cinema","USA","R","Comedy",30,65.016287,41.1,89.07231319,47.97231319,125,112029,7.2,"Alexander Payne","Jack Nicholson","Louis Begley"
"3450",3608,2002,"2002-04-19","Murder by Numbers","Warner Bros.","USA","R","Crime",50,31.874869,68.5,43.66857053,-24.83142947,115,46166,6.1,"Barbet Schroeder","Sandra Bullock","Tony Gayton"
"3451",3609,2002,"2003-01-10","Far from Heaven","Focus Features","USA","PG-13","Drama",13.5,15.854988,18.495,21.72133356,3.22633356,107,38469,7.4,"Todd Haynes","Julianne Moore","Todd Haynes"
"3452",3610,2002,"2002-11-27","Eight Crazy Nights","Happy Madison Productions","USA","PG-13","Animation",34,23.443124,46.58,32.11707988,-14.46292012,76,19027,5.3,"Seth Kearsley","Adam Sandler","Brooks Arthur"
"3453",3611,2002,"2002-11-22","Friday After Next","Avery Pix","USA","R","Comedy",10,32.983713,13.7,45.18768681,31.48768681,85,21274,5.8,"Marcus Raboy","Ice Cube","Ice Cube"
"3454",3612,2002,"2002-02-15","Crossroads","Fuzzy Bunny Films (I)","USA","PG-13","Comedy",12,37.191304,16.44,50.95208648,34.51208648,93,35300,3.4,"Tamra Davis","Britney Spears","Shonda Rhimes"
"3455",3613,2002,"2002-09-13","One Hour Photo","Fox Searchlight Pictures","USA","R","Drama",12,31.597131,16.44,43.28806947,26.84806947,96,102344,6.8,"Mark Romanek","Robin Williams","Mark Romanek"
"3456",3614,2002,"2002-07-17","Eight Legged Freaks","Warner Bros.","USA","PG-13","Action",30,17.322606,41.1,23.73197022,-17.36802978,99,46341,5.4,"Ellory Elkayem","David Arquette","Ellory Elkayem"
"3457",3615,2002,"2002-03-01","40 Days and 40 Nights","Miramax","USA","R","Comedy",17,37.950822,23.29,51.99262614,28.70262614,96,64465,5.6,"Michael Lehmann","Josh Hartnett","Rob Perez"
